representants_id;denomination_affiliation;identifiant_national_affiliation;type_identifiant_national_affiliation
1689;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1689;FED REG SYND EXPLOIT AGRICOLE BRETAGNE;399989433;SIREN
1690;FED IDUST ELECTR ELECTRONIQUES  COMMUNIC;775688443;SIREN
1694;AFIC;304455025;SIREN
1695;FED IDUST ELECTR ELECTRONIQUES  COMMUNIC;775688443;SIREN
1696;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
1697;FEDERATION DE LA PLASTURGIE ET DES COMPOSITES;304153927;SIREN
1697;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
1697;UNION INDUSTRIES TEXTILES;784357352;SIREN
1698;FEDERATION NATIONALE TRANSPORT VOYAGEURS;393264379;SIREN
1699;UNION POUR L'ENTREPRISE DES HAUTES ALPES;419465794;SIREN
1699;CHAMB COMMERCE ET INDUSTRIE HAUTES ALPES;180500019;SIREN
1700;GROUPEMENT EDITEURS SERVICES EN LIGNE;347769879;SIREN
1700;LYSIOS;447525452;SIREN
1701;ASSOC SPORT CULTUR COSMOS;431557701;SIREN
1701;UNAT SERVICES;451522494;SIREN
1701;COMITE DEPARTEMENTAL JEUNESSE AU PLEIN AIR DE PARIS;509451928;SIREN
1701;COMIT NAT OLYMPIQ SPORTIF FRAN;784354276;SIREN
1701;LE MOUVEMENT ASSOCIATIF;430349100;SIREN
1704;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1704;LABORATOIRES INTERNATIONAUX DE RECHERCHE;424399004;SIREN
1705;ASSOCIATION DE LA PRESSE IPG;790358261;SIREN
1705;ARPP AUTORITE DE REGULATION PROFESSIONNELLE DE LA PUBLICITE;307287193;SIREN
1705;ASSOCIATION PRESSE ET PLURALISME;512788753;SIREN
1705;WAN - IFRA FR;784451981;SIREN
1705;ASSOCIATION DE LA PRESSE POUR LA TRANSPARENCE ECONOMIQUE;789251543;SIREN
1706;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1707;FEDERATION DES INDUSTRIES MECANIQUES;775671688;SIREN
1707;CETIM;775629074;SIREN
1708;JEUNES AGRICULTEURS;784853970;SIREN
1709;COM'PUBLICS;398995142;SIREN
1711;FEDERATION DES PROMOTEURS IMMOBILIERS DE FRANCE;784312332;SIREN
1713;CHAMBRE SYND EAUX MINERALES;784856080;SIREN
1713;BOISSONS RAFRAICHISSANTES DE FRANCE;430272039;SIREN
1713;UNION DES ANNONCEURS;784669533;SIREN
1713;INSTITU LIAISON ETUDES INDUSTR CONSOMM;784671075;SIREN
1714;GROUPE INDUSTRIE MATERIEL DEFENSE TERRES;344322722;SIREN
1719;FRANCE CHIMIE;784358855;SIREN
1719;AMCHAM EVENTS;800417891;SIREN
1719;PLASTICSEUROPE AISBL;440032910;SIREN
1719;SYND INDUST CHIMIQUE ORGANIQUE SYNTHESE;784668444;SIREN
1720;GROUPEMENT INDUSTR FSES AERONAUT SPACIAL;784668394;SIREN
1720;GROUPEMENT DES INDUSTRIES DE CONSTRUCTION ET ACTIVITES NAVALES;784360109;SIREN
1720;GROUPE INDUSTRIE MATERIEL DEFENSE TERRES;344322722;SIREN
1721;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
1722;CONFEDERATION GENERALE ALIMENTAT.DETAIL;784717225;SIREN
1722;CONFEDERATION GENERALE DE L ALIMENTATION EN DETAIL GRAND EST;828444471;SIREN
1722;U2P MOSELLE;H346009749;HATVP
1724;CONSEIL NATIONAL PROFESSIONS AUTOMOBILE;775688450;SIREN
1724;FEDERATION NATIONALE TRANSPORTS ROUTIERS;775671746;SIREN
1724;ASS EUROPEEN VEHICULE ELECTRIQ ROUTIERS;381166792;SIREN
1724;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;775671662;SIREN
1724;FEDERATION ENTREP TRANSPORT LOGIS FRANCE;421981853;SIREN
1724;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;434428470;SIREN
1724;ASSOC FR DU GAZ NATUREL POUR VEHICULES;399808237;SIREN
1724;MOUVEMENT ENTREPRISE FRANCE INTERNATIONA;378236376;SIREN
1726;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1726;LE CERCLE DE L'INDUSTRIE;394192389;SIREN
1726;MOUVEMENT ENTREPRISE FRANCE INTERNATIONA;378236376;SIREN
1726;LENICA;822597118;SIREN
1728;UNION NATIONALE FEDERATION H L M;775697907;SIREN
1729;GROUPE DES FEDERATIONS INDUSTRIELLES;404091621;SIREN
1729;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
1729;A I M C C;784602245;SIREN
1729;INSTITUT DE L'ECONOMIE CIRCULAIRE;790867493;SIREN
1729;LA FILIERE BETON;818942500;SIREN
1730;FEDERATION SOCIETES IMMOBILIER FONCIERES;784855405;SIREN
1730;CONSEIL NATIONAL DES CENTRES COMMERCIAUX;349047373;SIREN
1730;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1730;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1730;IMAGE 7;532572112;SIREN
1731;FED REGION SYNDICAT EXPLOITANT AGRICOLE;403797954;SIREN
1731;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1732;ASSOCIATION NATIONALE FARRE;785308701;SIREN
1732;ASSOCIATION ALLIANCE CHIMIE RECYCLAGE;752862474;SIREN
1733;A.P.E.T.D.S - ASSOCIATION PROFESSIONNELLE DES EMETTEURS DE TITRES DE SERVICES;W922002446;RNA
1733;ASSOCIATION PROFESSIONNELLE DES EMETTEURS DE TITRES RESTAURANT  APETR;W751228056;RNA
1733;ASSOCIATION PROFESSIONNELLE DES EMETTEURS DE CESU APECESU;W751186583;RNA
1734;UNION NATIONALE FEDERATION H L M;775697907;SIREN
1735;FEDERATION DES ENTREPRISES DES OUTRE-MER;393411855;SIREN
1736;ASS UNION FRANCAISE DE L'ELECTRICITE;432492007;SIREN
1736;ASSOCIATION NATIONALE DES OPERATEURS DETAILLANTS EN ENERGIE;W751178527;RNA
1736;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
1736;ENERPLAN;344808902;SIREN
1736;FRANCE ENERGIE EOLIENNE;432446649;SIREN
1736;ASSOCIATION FRANCAISE INDEPENDANTE DE L ELECTRICITE ET DU GAZ;752289678;SIREN
1738;UNION DES ENTREPRISES DE PROXIMITE;349681098;SIREN
1741;SYNTEC INGENIERIE;384718839;SIREN
1743;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
1744;RIVAGES DE FRANCE;390620359;SIREN
1744;AGENCE REGIONALE POUR LA NATURE ET LA BIODIVERSITE EN ILE-DE-FRANCE;502197783;SIREN
1744;POITOU-CHARENTES NATURE;323576462;SIREN
1744;COMITE FRANCAIS POUR L'U.I.C.N;415025626;SIREN
1744;GRAINE ILE DE FRANCE;394097067;SIREN
1744;COLLECTIF FRANC EDUCATION ENVIRONNEMENT;449723956;SIREN
1744;RESERVES NATURELLES DE FRANCE;428434831;SIREN
1744;PROTECT ANIMAUX SAUVAGES PATRIM NATUREL;377831474;SIREN
1744;UNION NATIONALE DES ORGANISMES FAISANT APPEL AUX GENEROSITES;497918375;SIREN
1747;CONSEIL NATION ORDRE ARCHITECT;784356354;SIREN
1749;CHAMBRE FRANÇAISE DE L'ECONOMIE SOCIALE ET SOLIDAIRE;W751226598;RNA
1752;JEUNES AGRICULTEURS BOURGOGNE FRANCHE-COMTE;430005942;SIREN
1753;JEUNES AGRICULTEURS OCCITANIE;408692929;SIREN
1754;ASSOCIATION FRANCAISE DU GAZ;784854820;SIREN
1755;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1755;AFIPA;451446553;SIREN
1756;UNION NATIONALE DES PROFESSIONNELS DE SANTE;499631315;SIREN
1756;CLUB INTER PHARMACEUTIQUE;784672503;SIREN
1756;CHAMBRE NATIONALE PROFESSIONS LIBERALES;314655937;SIREN
1756;CYCLAMED;393163019;SIREN
1756;GIP AGENCE NATIONALE DU DEVELOPPEMENT PROFESSIONNEL CONTINU;130016496;SIREN
1756;COOPERATION SANTE;441757762;SIREN
1756;FEDERATION DES SOINS PRIMAIRES;H691065802;HATVP
1756;COORDINATION COLLECTIF EUROPE MEDICAMENT;445291529;SIREN
1756;ASSOCIATION NATIONALE DE LA PHARMACIE VETERINAIRE D'OFFICINE ANPVO;W751188959;RNA
1756;ASSOCIATION DE CODIFICATION LOGISTIQUE;414727198;SIREN
1757;FEDERATION FR DES INDUSTRIES DE SANTE;481770725;SIREN
1757;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1757;UNION FABRIC. PROTECT PROPRIETE INDUST.;784668709;SIREN
1757;ASSOCIATION GROUPE FRANCAIS DE L'AIPPI;523335917;SIREN
1757;ASSOCIATION TULIPE;387806169;SIREN
1757;ADELPHE;390913010;SIREN
1757;ALLIANCE POUR LA RECHERCHE ET L'INNOVATION DES INDUSTRIES DE SANTE;407666544;SIREN
1761;Unconditional Basic Income Europe;H715812587;HATVP
1762;UNION  TRANSPORTS PUBLICS FERROVIAIRES;784408643;SIREN
1762;ASSOCIATION FRANCAISE DU RAIL;518239504;SIREN
1763;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1763;UNION PATRONALE DEPARMENTALE - MEDEF PARIS;398327098;SIREN
1763;FEDERATION REGION PME PMI PARIS ILE FRAN;435237425;SIREN
1763;MOUV ENTREPRI FRANCE MEDEF ILE DE FRANCE;784717423;SIREN
1764;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1764;FEDERATION DU COMMERCE ET DE LA DISTRIBUTION;809768047;SIREN
1764;FEDERATION ENTREPRISES VENTE A DISTANCE;784854994;SIREN
1764;UNION DES ANNONCEURS;784669533;SIREN
1765;L'UNION DES ENTREPRISES DE LA FILIERE DU SPORT DES LOISIRS DU CYCLE ET DE LA MOBILITE (L'UNION SPORT ET CYCLE);824397038;SIREN
1765;FEDERATION ENTREP COMMERCE DISTRIBUTION;784855876;SIREN
1766;SYNDICAT PROFESSIONNEL DES PRODUCTEURS FESTIVALS ENSEMBLES DIFFUSEURS INDEPENDANTS DE MUSIQUE;488201617;SIREN
1767;ASS UTILISATEURS TRANSPORTS FRET;393985890;SIREN
1767;ASS INTERPROF DES FRUITS & LEGUMES FRAIS;308647395;SIREN
1768;UIC. TAXE D'APPRENTISSAGE;784363665;SIREN
1768;DEVEL ECHAN INTER PRODU TECHN AGRO ALIME;312364409;SIREN
1768;MOUVEMENT ENTREPRISE FRANCE INTERNATIONA;378236376;SIREN
1769;FEDERATION DES INDUSTRIES MECANIQUES;775671688;SIREN
1771;MEDEF SAONE ET LOIRE;301329306;SIREN
1772;FEDERATION BANCAIRE FRANCAISE;434987582;SIREN
1772;PARIS EUROPLACE;393769252;SIREN
1772;ASSOC FRANC DES STES FINANC;784669541;SIREN
1772;EUROPEAN ASSOCIATION OF PUBLIC BANKS;H000000012;HATVP
1772;EUROPEAN COVERED BONDS COUNCIL;H000000013;HATVP
1773;CONSEIL DU COMMERCE DE FRANCE;784856528;SIREN
1773;CENTRE ETUDE DIRECTEURS ASSOCIAT PROFESS;344299425;SIREN
1774;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
1774;INDUSTRIES DE PREMIERE TRANSFORMATION DE L'AGRICULTURE - IPTA;W751214308;RNA
1774;INSTITUT TECHNIQUE DE LA BETTERAVE I.T.B.;784855447;SIREN
1774;CENTRE D'ETUDES ET DE DOCUMENTATION DU SUCRE;824875926;SIREN
1774;ASS INTERPRO BETTERAVE SUCRE - AIBS;452400724;SIREN
1775;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
1775;ASSOC FR DU GAZ NATUREL POUR VEHICULES;399808237;SIREN
1776;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1777;CLUB VILLE AMENAGEMENT;403202823;SIREN
1777;CEDAP;W751225345;RNA
1777;CONSEIL DU COMMERCE DE FRANCE;784856528;SIREN
1779;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
1779;SYND INTERPROFESSIONNEL DU CUIR   CONSEIL NATIONAL DU CUIR;784410714;SIREN
1779;CLIMO;445273188;SIREN
1780;CMA FRANCE;187500046;SIREN
1781;ASS SIMPLIFICATION ET DEMATERIALISATION DES DONNEES SOCIALES;485356430;SIREN
1781;SYNTEC NUMERIQUE;384719001;SIREN
1781;FORMULES ECONOMIQUES LOCALES;390212538;SIREN
1781;RENAISSANCE NUMERIQUE;501629232;SIREN
1782;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1782;LABORATOIRES INTERNATIONAUX DE RECHERCHE;424399004;SIREN
1782;ASSOCIATION FRANCAISE DES AFFAIRES REGLEMENTAIRES AFAR;W751092893;RNA
1782;ALLIANCE POUR LA RECHERCHE ET L'INNOVATION DES INDUSTRIES DE SANTE;407666544;SIREN
1783;JEUNES AGRICULTEURS BOURGOGNE FRANCHE-COMTE;430005942;SIREN
1784;FEDERATION DES ENTREPRISES  DE LA BEAUTE;784717167;SIREN
1784;SYNDICAT NATIONAL DES COMPLEMENTS ALIMENTAIRES;351015557;SIREN
1784;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1784;SYND NAT TRANS PROD NATUREL CULTURE BIO;453150641;SIREN
1786;SYNDICAT PROFESSIONNEL DES PRODUCTEURS FESTIVALS ENSEMBLES DIFFUSEURS INDEPENDANTS DE MUSIQUE;488201617;SIREN
1787;JEUNES AGRICULTEURS HAUTS DE FRANCE;397772385;SIREN
1789;FEDERATION FRANCAISE USAGERS BICYCLETTE;407676253;SIREN
1790;ASSOCIATION FRANCAISE DES INDUSTRIELS DU NUMERIQUE DANS L'EDUCATION ET LA FORMATION;823103429;SIREN
1790;SYNTEC NUMERIQUE;384719001;SIREN
1790;CAP DIGITAL;489749291;SIREN
1790;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
1791;COMITE INTERPROF VIN APPELLATION ORIGINE;448179333;SIREN
1793;JEUNES AGRICULTEURS OCCITANIE;408692929;SIREN
1794;JEUNES AGRICULTEURS;784853970;SIREN
1796;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1799;INITIATIVE VOSGES CENTRE OUEST;448909523;SIREN
1799;HAUTES VOSGES INITIATIVE;432073997;SIREN
1799;ASSOCIATION REGIONALE DES CENTRES INTERINSTITUTIONNELS DE BILANS DE COMPETENCES DE LORRAINE;W543007629;RNA
1799;ASSOCIATION DE GESTION DE L'ECOLE DE LA 2E CHANCE DE LORRAINE;790007629;SIREN
1799;CENTRE DE RESSOURCES REGIONAL;451694145;SIREN
1799;ASSOCIATION DE PREFIGURATION DU GROUPEMENT DINTERET PUBLIC ECONOMIC IDEAS;801182049;SIREN
1799;DIRIGEANTS COMMERCIAUX DE FRANCE - DCF VOSGES;529946204;SIREN
1799;DYNAMIC UNAE (UNION NEOCASTRIENNE DES ACTEURS ECONOMIQUES);W882000567;RNA
1799;UNION COMMERCANTS ET ARTISANS D EPINAL;422117523;SIREN
1799;UNION DES COMMERCANTS DE REMIREMONT;300575081;SIREN
1799;UNION DEODATIENNE DES ARTISANS ET COMMERCANTS;519903397;SIREN
1799;COEUR DE VILLE;823664461;SIREN
1799;VITTEL UNION;803504216;SIREN
1799;CAP BRUYERES COMMERCE-ANIMATION-PROMOTION ASSOCIATION DES COMMERÇANTS ET ARTISANS DE BRUYERES ET ENVIRONS;W881003764;RNA
1799;ASSOCIATION DES COMMERCANTS DES HAUTS DE CORNIMONT;W881004273;RNA
1800;FEDERATION DES PROMOTEURS IMMOBILIERS DE FRANCE;784312332;SIREN
1803;SYNDICAT NATIONAL DES DIRECTEURS GENERAUX DES COLLECTIVITES TERRITORIALES ET DE LEURS ETABLISSEMENTS PUBLICS;389872698;SIREN
1803;PACTE PME;524729407;SIREN
1803;ASSOCIATION DES DIRECTEURS GENERAUX DES COMMUNAUTES DE FRANCE;509399788;SIREN
1803;ASSOCIATION NATIONALE DES DIRECTEURS D'ASSOCIATIONS DE MAIRES;H904866046;HATVP
1804;UNION NATIONALE DES PROFESSIONS LIBERALES;302991591;SIREN
1804;FEDERATION DES SYNDICATS VETERINAIRES DE FRANCE;784450959;SIREN
1805;CGPME COMMUNICATION;438965352;SIREN
1807;CONFEDERATION GENERALE ALIMENTAT.DETAIL;784717225;SIREN
1808;CONFEDERATION FRANCAISE METIERS D'ART;784718132;SIREN
1809;ASSOCIATION  FRANCAISE DES PROFESSIONNELS DE LA GEOTHERMIE;525271565;SIREN
1809;ASSOCIATION FRANCAISE DU GAZ;784854820;SIREN
1809;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
1809;GEODEEP SAS;819805029;SIREN
1813;UNION FRANCAISE DES SEMENCIERS;518905484;SIREN
1813;UNION INDUS PROTECT PLANT UIPP;785308420;SIREN
1813;UNION ENTREP POUR PROTECT SANTE JARDINS;785683715;SIREN
1813;ASSOCIATION FRANCAISE DES PRODUCTEURS DE PRODUITS DE BIOCONTROLE;793600313;SIREN
1813;GROUP NAT INTERPRO SEMEN PLANT;775657398;SIREN
1813;COLLECTE ET VALORATION DES DECHETS AGRICOLES;437632177;SIREN
1813;ASS AGRO EDI EUROPE;434312849;SIREN
1814;ASSOCIATION PRESSE ET PLURALISME;512788753;SIREN
1814;ASSOCIATION DE LA PRESSE IPG;790358261;SIREN
1814;ARPP AUTORITE DE REGULATION PROFESSIONNELLE DE LA PUBLICITE;307287193;SIREN
1814;WAN-IFRA;818536609;SIREN
1814;INSTITUT RECHERCH ETUD PUBLICI;784205999;SIREN
1814;ASSOCIATION DE LA PRESSE POUR LA TRANSPARENCE ECONOMIQUE;789251543;SIREN
1817;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1818;ASSOCIATION NATIONALE DE LA RECHERCHE ET DE LA TECHNOLOGIE - ANRT -;784668717;SIREN
1818;LE CERCLE DE L'INDUSTRIE;394192389;SIREN
1818;SYNDICAT FABRIC EQUIP AUTOMOBILES;785425836;SIREN
1818;PLATEFORME DE LA FILIERE AUTOMOBILE;524965019;SIREN
1818;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1819;UNION FRANCAISE INDUSTRIES PETROLIERES;784668527;SIREN
1819;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1821;CONFEDERATION NATIONALE DE LA MOBILITE;808874416;SIREN
1822;CMA FRANCE;187500046;SIREN
1822;CHAMBRE REGIONALE DE METIERS ET DE L'ARTISANAT OCCITANIE;130022239;SIREN
1822;U2P;821408424;SIREN
1825;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1825;FEDERAT FRANCAISE MAGASINS DE BRICOLAGE;324096783;SIREN
1827;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1827;WORLD FEDERATION OF ADVERTISERS;H000000037;HATVP
1828;A I M C C;784602245;SIREN
1831;FAMAD;510810468;SIREN
1831;SYNDICAT NATIONAL DES ENTREPRENEURS DE LA FILIERE;413455304;SIREN
1831;FEDERATION DES ENTREPRISES DU RECYCLAGE;784358749;SIREN
1831;MAITRES OUVRAGES PUBLICS;347762114;SIREN
1834;COOP FR LES ENTREPRISES COOPERATIVES;317165728;SIREN
1835;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
1836;UNION DES ANNONCEURS;784669533;SIREN
1840;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1840;INSTITUT MONTAIGNE;444920318;SIREN
1840;INSTITUT DE L ENTREPRISE;302655154;SIREN
1840;LABORATOIRES INTERNATIONAUX DE RECHERCHE;424399004;SIREN
1840;UNION DES ANNONCEURS;784669533;SIREN
1841;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
1842;JEUNES AGRICULTEURS AUVERGNE RHONE ALPES;387470503;SIREN
1843;CHAMBRE FRANCAISE DE L'ECONOMIE SOCIALE ET SOLIDAIRE;808321459;SIREN
1845;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1846;AMERICAIN CHAMBER OF COMMERC;784357329;SIREN
1846;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
1848;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1849;GROUP RECHE INSTI DROIT AMENA URBAN ...;180089559;SIREN
1849;INSTITUT HLM DE LA RSE;751851981;SIREN
1849;UNION NATIONALE FEDERATION H L M;775697907;SIREN
1849;RESEAU HABITAT FRANCOPHONIE;437831076;SIREN
1850;FEDALIM;440577674;SIREN
1850;GPT INTER PROF VALORISATION POMME DE TERRE - GIPT;784854713;SIREN
1851;COORDI SOLIDARITE URGENCE DEVELOPPEMENT;398699538;SIREN
1851;COORDINATION HUMANITAIRE ET DEVELOPPEMEN;391296589;SIREN
1851;INSTITUT POUR LE DEVELOPPEMENT DES GENEROSITES;519167357;SIREN
1851;ASSO IDEASOLIDARITE;481074300;SIREN
1851;COMITE CHARTE DEONTOLOGIE ORGAN SOCIALES HUMANITAIRES;404452062;SIREN
1851;F3E;410050678;SIREN
1851;INSTITUT DES DIRIGEANTS D'ASSOCIATIONS ET FONDATIONS;349966457;SIREN
1851;LA VOIX DE L'ENFANT;398509554;SIREN
1853;UNION  TRANSPORTS PUBLICS FERROVIAIRES;784408643;SIREN
1853;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1854;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1856;SYND NAT ESPACE LOISIRS ATTRACTIONS CULT;394552327;SIREN
1856;UNION METIERS & INDUSTRIES HOTELLERIE;784357857;SIREN
1856;SYNDICAT DES ENTREPRISES DU TOUR OPERATING;798928685;SIREN
1856;SYNDICAT NATIONAL DES AGENTS DE VOYAGES;784717522;SIREN
1856;ASS PROF DE SOLIDARITE DU TOURISME;784718983;SIREN
1856;MOUV ENTREPRI FRANCE MEDEF ILE DE FRANCE;784717423;SIREN
1856;UNION FRANCAISE DES METIERS DE L'EVENEMENT;775675929;SIREN
1858;ALLIANCE FRANCAISE DES INDUSTRIES DU NUMERIQUE;438608630;SIREN
1858;EUROPEAN AMERICAN CHAMBER OF COMMERCE FRANCE;784854358;SIREN
1859;UNION NATIONALE DES PROFESSIONS LIBERALES;302991591;SIREN
1859;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
1861;SYND NATION INDUST TECHNOL MEDICALES;307330845;SIREN
1861;SYNDICAT DE L INDUSTRIE DU DIAGNOSTIC IN VITRO;502725955;SIREN
1861;ASSOCIATION POUR LA PROMOTION DE L'INNOVATION DES DISPOSITIFS MEDICAUX APIDIM.;W751184083;RNA
1862;FEDERAT ENSEIGNES COMMERCE ASSOCIE FCA;784410292;SIREN
1862;SYNDICAT NATIONAL DES OPTICIENS REUNIS;479951832;SIREN
1862;FILIERE OPTIQUE D'EXCELLENCE;W751231112;RNA
1864;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
1865;CENTRE FRANCAIS DES FONDATIONS;444560080;SIREN
1866;SYND NAT DE LA RESTAURATION COLLECTIVE;422475962;SIREN
1869;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
1871;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1873;FEDERATION DU COMMERCE ET DE LA DISTRIBUTION;809768047;SIREN
1873;ASSOCIATION FRANCAISE DES JOURNALISTES AGRICOLES ALIMENTATION ENVIRONNEMENT RURALITE AFJA;784413296;SIREN
1873;ASSOCIATION DES PETITES VILLES DE FRANCE;381915941;SIREN
1873;FRANCE URBAINE;301463253;SIREN
1873;ASS CENTRE VILLE EN MOUVEMENT;484008115;SIREN
1873;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
1873;ASSOCIATION DES COLLABORATEURS DE CABINET DE LA DROITE ET DU CENTRE;820661957;SIREN
1873;DIRCAB ESR;817704604;SIREN
1873;FEDERATION DE L'EPICERIE ET DU COMMERCE DE PROXIMITE;801316951;SIREN
1873;FEDERATION ENTREPRISES VENTE A DISTANCE;784854994;SIREN
1873;INSTITUT DU COMMERCE;413957143;SIREN
1873;MOUVEMENT ENTREPRISE FRANCE INTERNATIONA;378236376;SIREN
1873;OPEN AGRIFOOD ORLEANS;801057662;SIREN
1873;SCIAF AGRICULTEURS DE FRANCE;318731742;SIREN
1873;SYNDICAT DES REGIES INTERNET;482600806;SIREN
1873;UNION DU GRAND COMMERCE DU CENTRE VILLE;784357592;SIREN
1873;SYND REDACTEUR PRESSE AGRICOLE;784285058;SIREN
1873;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1873;ASSOCIATION DES MAIRES RURAUX DE FRANCE;328116280;SIREN
1873;EURL MAISON BLANCHE EDITIONS;415102953;SIREN
1873;ASSOCIATION AFILOG;449270578;SIREN
1873;VILLE DE FRANCE;433405453;SIREN
1873;PERFORMANCE INVEST FIABILITE ECON;321702755;SIREN
1873;FEDERAT FRANCAISE DE LA FRANCHISE;312067358;SIREN
1873;CONSEIL NATIONAL DES CENTRES COMMERCIAUX;349047373;SIREN
1874;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
1875;FEDERATION DU COMMERCE ET DE LA DISTRIBUTION;809768047;SIREN
1877;GROUPEMENT INDUSTR FSES AERONAUT SPACIAL;784668394;SIREN
1879;GROUP AUTORITE RESP TRANSPORT;322441817;SIREN
1879;UNION  TRANSPORTS PUBLICS FERROVIAIRES;784408643;SIREN
1879;ASS INDUSTRIE FERROVIAIRE NPDC;418759965;SIREN
1879;FEDERAT INDUSTRI FERROVIAIRE;784312100;SIREN
1880;JEUNES AGRICULTEURS AUVERGNE RHONE ALPES;387470503;SIREN
1882;CONFE FRANC COMME GROS INTER COMME INTER;784669152;SIREN
1883;FEDERAT NATIONALE ARTISANAT AUTOMOBILE;418874277;SIREN
1884;FEDERATION DES PROFESSIONNELS DE L'INTELLIGENCE ECONOMIQUE FEPIE;W751172365;RNA
1885;CENTRE DES JEUNES AGRICULTEURS;777749243;SIREN
1886;TECH'IN FRANCE;489305367;SIREN
1886;FEDERATION ENTREPRISES VENTE A DISTANCE;784854994;SIREN
1886;SAMMAN CABINET D'AVOCATS;521433128;SIREN
1886;FTI CONSULTING (STRATEGIC COMMUNICATIONS);404191025;SIREN
1886;SYNTEC NUMERIQUE;384719001;SIREN
1886;EUROCLOUD FRANCE;750200727;SIREN
1886;BUCY & ASSOCIES;519215644;SIREN
1886;TADDEO;534389309;SIREN
1886;ASSOCIATION DES SERVICES INTERNET COMMUNAUTAIRES (ASIC);H472708392;HATVP
1887;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1888;ASS UNION FRANCAISE DE L'ELECTRICITE;432492007;SIREN
1888;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
1888;LE CERCLE DE L'INDUSTRIE;394192389;SIREN
1888;ASS FRANCAISE ENTREPRISES INVESTISSEMENT;348036278;SIREN
1889;GIE ALLIANCE DU COMMERCE;811252089;SIREN
1889;FEDERATION ENTREPRISES VENTE A DISTANCE;784854994;SIREN
1889;PERFORMANCE INVEST FIABILITE ECON;321702755;SIREN
1890;ASSOC FRANC DES STES FINANC;784669541;SIREN
1890;ASS PROFESSIONNELLE BANQUES;775675887;SIREN
1891;GROUPE INDUSTRIE MATERIEL DEFENSE TERRES;344322722;SIREN
1892;ASA CENTRE REGIONAL JEUNES AGRICULTEURS;389241050;SIREN
