beneficiaire_action_menee;action_representation_interet_id;action_menee_en_propre
LABO REALISATION THERAPEUTIQUE;13502;0
EUSA PHARMA (FRANCE) SAS;13502;0
SEM GENOPOLE;13502;0
GENOSAFE SAS;13502;0
LEADIANT BIOSCIENCES;13502;0
MEDDAY PHARMACEUTICALS;13502;0
NORGINE PHARMA;13502;0
PHARMA BLUE;13502;0
PROVEPHARM SOLUTIONS;13502;0
RECIPHARM PESSAC;13502;0
SANTEN;13502;0
SODIA;13502;0
SOPHAR;13502;0
STALLERGENES;13502;0
TECHNI PHARMA;13502;0
UNITHER PHARMACEUTICALS;13502;0
YPOSKESI;13502;0
SMB SA;13502;0
ASPEN FRANCE;13502;0
CLINTEC INTERNATIONAL;13502;0
PRECIPHAR;13502;0
CONFEDERATION NATIONALE AGRICOLE DES EXPLOITANTS FAMILIAUX MODEF;13503;1
CONFEDERATION NATIONALE AGRICOLE DES EXPLOITANTS FAMILIAUX MODEF;13504;1
CS SYSTEMES D'INFORMATION;13505;0
BABCOCK MISSION CRITICAL SERVICES FRANCE;13505;0
CS SYSTEMES D'INFORMATION;13506;0
COMPAGNIE EUROPEENNE D'INTELLIGENCE STRATEGIQUE (CEIS);13506;0
BABCOCK MISSION CRITICAL SERVICES FRANCE;13506;0
CIE NAT DES COMMISSAIRES AUX COMPTES;13507;1
CIE NAT DES COMMISSAIRES AUX COMPTES;13508;1
MOUVEMENT FRANCAIS POUR UN REVENU DE BASE;13509;1
SYND FEDERATION  FRANCAISE DU BATIMENT GRAND PARIS;13510;1
SYND FEDERATION  FRANCAISE DU BATIMENT GRAND PARIS;13511;1
SYND FEDERATION  FRANCAISE DU BATIMENT GRAND PARIS;13512;1
SYND FEDERATION  FRANCAISE DU BATIMENT GRAND PARIS;13513;1
SYND FEDERATION  FRANCAISE DU BATIMENT GRAND PARIS;13514;1
SYND FEDERATION  FRANCAISE DU BATIMENT GRAND PARIS;13515;1
SYND FEDERATION  FRANCAISE DU BATIMENT GRAND PARIS;13516;1
SYND FEDERATION  FRANCAISE DU BATIMENT GRAND PARIS;13517;1
SYND FEDERATION  FRANCAISE DU BATIMENT GRAND PARIS;13518;1
SYND FEDERATION  FRANCAISE DU BATIMENT GRAND PARIS;13519;1
SYND FEDERATION  FRANCAISE DU BATIMENT GRAND PARIS;13520;1
SYND FEDERATION  FRANCAISE DU BATIMENT GRAND PARIS;13521;1
SYND FEDERATION  FRANCAISE DU BATIMENT GRAND PARIS;13522;1
SYND FEDERATION  FRANCAISE DU BATIMENT GRAND PARIS;13523;1
SYND FEDERATION  FRANCAISE DU BATIMENT GRAND PARIS;13524;1
SYND FEDERATION  FRANCAISE DU BATIMENT GRAND PARIS;13525;1
SYND FEDERATION  FRANCAISE DU BATIMENT GRAND PARIS;13526;1
CARREFOUR MANAGEMENT;13527;1
CARREFOUR FRANCE;13527;0
CARREFOUR;13527;0
CARREFOUR MANAGEMENT;13528;1
CARREFOUR FRANCE;13528;0
CARREFOUR;13528;0
CARREFOUR MANAGEMENT;13529;1
CARREFOUR FRANCE;13529;0
CARREFOUR;13529;0
CARREFOUR MANAGEMENT;13530;1
CARREFOUR FRANCE;13530;0
CARREFOUR;13530;0
CARREFOUR MANAGEMENT;13531;1
CARREFOUR FRANCE;13531;0
CARREFOUR;13531;0
CARREFOUR MANAGEMENT;13532;1
CARREFOUR FRANCE;13532;0
CARREFOUR;13532;0
CARREFOUR MANAGEMENT;13533;1
CARREFOUR FRANCE;13533;0
CARREFOUR;13533;0
CARREFOUR MANAGEMENT;13534;1
CARREFOUR FRANCE;13534;0
CARREFOUR;13534;0
CARREFOUR MANAGEMENT;13535;1
CARREFOUR FRANCE;13535;0
CARREFOUR;13535;0
CARREFOUR MANAGEMENT;13536;1
CARREFOUR FRANCE;13536;0
CARREFOUR;13536;0
CARREFOUR MANAGEMENT;13537;1
CARREFOUR FRANCE;13537;0
CARREFOUR;13537;0
CARREFOUR MANAGEMENT;13538;1
CARREFOUR FRANCE;13538;0
CARREFOUR;13538;0
CARREFOUR;13539;0
CARREFOUR MANAGEMENT;13539;1
CARREFOUR FRANCE;13539;0
CARREFOUR MANAGEMENT;13540;1
CARREFOUR FRANCE;13540;0
CARREFOUR;13540;0
CARREFOUR MANAGEMENT;13541;1
CARREFOUR FRANCE;13541;0
CARREFOUR;13541;0
CARREFOUR;13542;0
CARREFOUR MANAGEMENT;13542;1
CARREFOUR FRANCE;13542;0
CARREFOUR MANAGEMENT;13543;1
CARREFOUR MANAGEMENT;13544;1
CARREFOUR MANAGEMENT;13545;1
CARREFOUR MANAGEMENT;13546;1
CARREFOUR MANAGEMENT;13547;1
CARREFOUR MANAGEMENT;13548;1
CARREFOUR MANAGEMENT;13549;1
CARREFOUR MANAGEMENT;13550;1
CARREFOUR MANAGEMENT;13551;1
CARREFOUR MANAGEMENT;13552;1
CARREFOUR MANAGEMENT;13553;1
CARREFOUR MANAGEMENT;13554;1
CARREFOUR MANAGEMENT;13555;1
CARREFOUR MANAGEMENT;13556;1
CARREFOUR MANAGEMENT;13557;1
DECATHLON;13558;1
DECATHLON;13559;1
DECATHLON;13560;1
DECATHLON;13561;1
DECATHLON;13562;1
DECATHLON;13563;1
MELCHIOR INVESTISSEMENTS ET INDUSTRIES;13564;1
MELCHIOR INVESTISSEMENTS ET INDUSTRIES;13565;1
MELCHIOR INVESTISSEMENTS ET INDUSTRIES;13566;1
MELCHIOR INVESTISSEMENTS ET INDUSTRIES;13567;1
MELCHIOR INVESTISSEMENTS ET INDUSTRIES;13568;1
MELCHIOR INVESTISSEMENTS ET INDUSTRIES;13569;1
MELCHIOR INVESTISSEMENTS ET INDUSTRIES;13570;1
MELCHIOR INVESTISSEMENTS ET INDUSTRIES;13571;1
MELCHIOR INVESTISSEMENTS ET INDUSTRIES;13572;1
MELCHIOR INVESTISSEMENTS ET INDUSTRIES;13573;1
MELCHIOR INVESTISSEMENTS ET INDUSTRIES;13574;1
MELCHIOR INVESTISSEMENTS ET INDUSTRIES;13575;1
MELCHIOR INVESTISSEMENTS ET INDUSTRIES;13576;1
MELCHIOR INVESTISSEMENTS ET INDUSTRIES;13577;1
ASS MECAN INDUST CONSTRUCTIONS SPECIALES;13578;1
ASS MECAN INDUST CONSTRUCTIONS SPECIALES;13579;1
ASS MECAN INDUST CONSTRUCTIONS SPECIALES;13580;1
ASS MECAN INDUST CONSTRUCTIONS SPECIALES;13581;1
ASS MECAN INDUST CONSTRUCTIONS SPECIALES;13582;1
ASS MECAN INDUST CONSTRUCTIONS SPECIALES;13583;1
ASS MECAN INDUST CONSTRUCTIONS SPECIALES;13584;1
ALLIANCE FROID CLIMATISAT ENVIRONNEMENT;13585;1
ALLIANCE FROID CLIMATISAT ENVIRONNEMENT;13586;1
ALLIANCE FROID CLIMATISAT ENVIRONNEMENT;13587;1
FEDERAT DEP BAT TRAV PUBL SAONE ET LOIRE;13588;1
FEDERAT DEP BAT TRAV PUBL SAONE ET LOIRE;13589;1
FEDERAT DEP BAT TRAV PUBL SAONE ET LOIRE;13590;1
FEDERAT DEP BAT TRAV PUBL SAONE ET LOIRE;13591;1
FEDERAT DEP BAT TRAV PUBL SAONE ET LOIRE;13592;1
FEDERAT DEP BAT TRAV PUBL SAONE ET LOIRE;13593;1
FEDERAT DEP BAT TRAV PUBL SAONE ET LOIRE;13594;1
FEDERAT DEP BAT TRAV PUBL SAONE ET LOIRE;13595;1
FEDERAT DEP BAT TRAV PUBL SAONE ET LOIRE;13596;1
FEDERAT DEP BAT TRAV PUBL SAONE ET LOIRE;13597;1
FEDERAT DEP BAT TRAV PUBL SAONE ET LOIRE;13598;1
FEDERAT DEP BAT TRAV PUBL SAONE ET LOIRE;13599;1
FEDERAT DEP BAT TRAV PUBL SAONE ET LOIRE;13600;1
FEDERAT DEP BAT TRAV PUBL SAONE ET LOIRE;13601;1
FEDERAT DEP BAT TRAV PUBL SAONE ET LOIRE;13602;1
FEDERAT DEP BAT TRAV PUBL SAONE ET LOIRE;13603;1
FEDERAT DEP BAT TRAV PUBL SAONE ET LOIRE;13604;1
FEDERAT DEP BAT TRAV PUBL SAONE ET LOIRE;13605;1
FEDERAT DEP BAT TRAV PUBL SAONE ET LOIRE;13606;1
SFIL;13607;1
SFIL;13608;1
SYNDICAT NATIONAL DES OPTICIENS REUNIS;13609;1
SYNDICAT NATIONAL DES OPTICIENS REUNIS;13610;1
SYNDICAT NATIONAL DES OPTICIENS REUNIS;13611;1
SYNDICAT NATIONAL DES OPTICIENS REUNIS;13612;1
SYNDICAT NATIONAL DES OPTICIENS REUNIS;13613;1
SYNDICAT NATIONAL DES OPTICIENS REUNIS;13614;1
SYNDICAT NATIONAL DES OPTICIENS REUNIS;13615;1
SYNDICAT NATIONAL FABRIC SUCRE SNFS;13616;1
SYNDICAT NATIONAL FABRIC SUCRE SNFS;13617;1
SYNDICAT NATIONAL FABRIC SUCRE SNFS;13618;1
SYNDICAT NATIONAL FABRIC SUCRE SNFS;13619;1
ASSOCIATION FRANCAISE DU GAZ;13620;1
GRDF;13620;0
GRTGAZ;13620;0
ENGIE;13620;0
TEREGA SA;13620;0
COMITE FRANCAIS DU BUTANE ET PROPANE;13620;0
TOTAL SA;13620;0
ASSOCIATION FRANCAISE DU GAZ;13621;1
GRDF;13621;0
ASSOC FR DU GAZ NATUREL POUR VEHICULES;13621;0
GRTGAZ;13621;0
ENGIE;13621;0
TEREGA SA;13621;0
COMITE FRANCAIS DU BUTANE ET PROPANE;13621;0
TOTAL SA;13621;0
ASSOCIATION FRANCAISE DU GAZ;13622;1
GRDF;13622;0
GRTGAZ;13622;0
ENGIE;13622;0
TEREGA SA;13622;0
COMITE FRANCAIS DU BUTANE ET PROPANE;13622;0
TOTAL SA;13622;0
ASSOCIATION FRANCAISE DU GAZ;13623;1
FEDER BATIMENT TRAVAUX PUBLIC DE MOSELLE;13624;1
FEDER BATIMENT TRAVAUX PUBLIC DE MOSELLE;13625;1
FEDER BATIMENT TRAVAUX PUBLIC DE MOSELLE;13626;1
FEDER BATIMENT TRAVAUX PUBLIC DE MOSELLE;13627;1
FEDER BATIMENT TRAVAUX PUBLIC DE MOSELLE;13628;1
FEDER BATIMENT TRAVAUX PUBLIC DE MOSELLE;13629;1
FEDER BATIMENT TRAVAUX PUBLIC DE MOSELLE;13630;1
FEDER BATIMENT TRAVAUX PUBLIC DE MOSELLE;13631;1
FEDER BATIMENT TRAVAUX PUBLIC DE MOSELLE;13632;1
FEDER BATIMENT TRAVAUX PUBLIC DE MOSELLE;13633;1
FEDER BATIMENT TRAVAUX PUBLIC DE MOSELLE;13634;1
ASS PROMOTION COMMERCE SERVICE SPECIALIS;13635;1
ASS PROMOTION COMMERCE SERVICE SPECIALIS;13636;1
ASS PROMOTION COMMERCE SERVICE SPECIALIS;13637;1
ASS PROMOTION COMMERCE SERVICE SPECIALIS;13638;1
ASS PROMOTION COMMERCE SERVICE SPECIALIS;13639;1
ASS PROMOTION COMMERCE SERVICE SPECIALIS;13640;1
ASS PROMOTION COMMERCE SERVICE SPECIALIS;13641;1
ASS PROMOTION COMMERCE SERVICE SPECIALIS;13642;1
ASS PROMOTION COMMERCE SERVICE SPECIALIS;13643;1
ASS PROMOTION COMMERCE SERVICE SPECIALIS;13644;1
ASS PROMOTION COMMERCE SERVICE SPECIALIS;13645;1
ASS PROMOTION COMMERCE SERVICE SPECIALIS;13646;1
ASS PROMOTION COMMERCE SERVICE SPECIALIS;13647;1
ASS PROMOTION COMMERCE SERVICE SPECIALIS;13648;1
ASS PROMOTION COMMERCE SERVICE SPECIALIS;13649;1
ASS PROMOTION COMMERCE SERVICE SPECIALIS;13650;1
ASS PROMOTION COMMERCE SERVICE SPECIALIS;13651;1
ASS PROMOTION COMMERCE SERVICE SPECIALIS;13652;1
ASS PROMOTION COMMERCE SERVICE SPECIALIS;13653;1
FEDERATION B T P SARTHE;13654;1
FEDERATION B T P SARTHE;13655;1
FEDERATION B T P SARTHE;13656;1
CHAMBRE DE METIERS ET DE L'ARTISANAT;13657;1
SAP FRANCE;13658;1
SAP FRANCE;13659;1
SAP FRANCE;13660;1
SAP FRANCE;13661;1
JEUNES AGRICLTEURS DE HAUTE SAONE;13662;1
ASSOCIATION C. BARRE;13663;1
ASSOCIATION C. BARRE;13664;1
CENTRE DEPART JEUNES AGRIC;13665;1
CENTRE DEPART JEUNES AGRIC;13666;1
CENTRE DEPART JEUNES AGRIC;13667;1
CENTRE DEPART JEUNES AGRIC;13668;1
CENTRE DEPART JEUNES AGRIC;13669;1
CENTRE DEPART JEUNES AGRIC;13670;1
CENTRE DEPART JEUNES AGRIC;13671;1
CENTRE DEPART JEUNES AGRIC;13672;1
CENTRE DEPART JEUNES AGRIC;13673;1
CENTRE DEPART JEUNES AGRIC;13674;1
CENTRE DEPART JEUNES AGRIC;13675;1
CENTRE DEPART JEUNES AGRIC;13676;1
CENTRE DEPART JEUNES AGRIC;13677;1
CENTRE DEPART JEUNES AGRIC;13678;1
CENTRE DEPART JEUNES AGRIC;13679;1
CENTRE DEPART JEUNES AGRIC;13680;1
CENTRE DEPART JEUNES AGRIC;13681;1
CENTRE DEPART JEUNES AGRIC;13682;1
CENTRE DEPART JEUNES AGRIC;13683;1
CENTRE DEPART JEUNES AGRIC;13684;1
ASSOCIATION PROFESSIONNELLE DES EMETTEURS DE TITRES RESTAURANT  APETR;13685;1
ASSOCIATION PROFESSIONNELLE DES EMETTEURS DE TITRES RESTAURANT  APETR;13686;1
UP;13687;0
EDENRED FRANCE;13687;0
SODEXO PASS FRANCE;13687;0
NATIXIS INTERTITRES;13687;0
CAISSE FEDERALE DE CREDIT MUTUEL;13687;0
UP;13688;0
EDENRED FRANCE;13688;0
SODEXO PASS FRANCE;13688;0
NATIXIS INTERTITRES;13688;0
CAISSE FEDERALE DE CREDIT MUTUEL;13688;0
PARIS EN SELLE;13689;1
PARIS EN SELLE;13690;1
OPENCLASSROOMS;13691;1
OPENCLASSROOMS;13692;1
OPENCLASSROOMS;13693;1
IMMOCHAN FRANCE;13694;0
TOTAL SOLAR;13695;0
IMMOCHAN FRANCE;13696;0
AUCHAN RETAIL FRANCE;13697;0
JEUNES AGRICULTEURS DE HAUTE GARONNE;13698;1
JEUNES AGRICULTEURS DE HAUTE GARONNE;13699;1
JEUNES AGRICULTEURS DE HAUTE GARONNE;13700;1
JEUNES AGRICULTEURS DE HAUTE GARONNE;13701;1
JEUNES AGRICULTEURS DE HAUTE GARONNE;13702;1
JEUNES AGRICULTEURS DE HAUTE GARONNE;13703;1
CENT DEPART JEUNES AGRICULTEURS;13704;1
CENT DEPART JEUNES AGRICULTEURS;13705;1
CENT DEPART JEUNES AGRICULTEURS;13706;1
CENT DEPART JEUNES AGRICULTEURS;13707;1
CENT DEPART JEUNES AGRICULTEURS;13708;1
JEUNES AGRICULTEURS DE L'AISNE;13709;1
JEUNES AGRICULTEURS DE L'AISNE;13710;1
JEUNES AGRICULTEURS DE L'AISNE;13711;1
JEUNES AGRICULTEURS DE L'AISNE;13712;1
AFNOR CERTIFICATION;13713;1
AFNOR CERTIFICATION;13714;1
AFNOR CERTIFICATION;13715;1
AFNOR CERTIFICATION;13716;1
AFNOR CERTIFICATION;13717;1
AFNOR CERTIFICATION;13718;1
AFNOR CERTIFICATION;13719;1
AFNOR CERTIFICATION;13720;1
AFNOR CERTIFICATION;13721;1
AFNOR CERTIFICATION;13722;1
AFNOR CERTIFICATION;13723;1
AFNOR CERTIFICATION;13724;1
AFNOR CERTIFICATION;13725;1
AFNOR CERTIFICATION;13726;1
AFNOR CERTIFICATION;13727;1
AFNOR CERTIFICATION;13728;1
FEDE BATIMENT ET TRAVAUX PUBLICS HAUT RHIN;13729;1
FEDE BATIMENT ET TRAVAUX PUBLICS HAUT RHIN;13730;1
FEDE BATIMENT ET TRAVAUX PUBLICS HAUT RHIN;13731;1
FEDE BATIMENT ET TRAVAUX PUBLICS HAUT RHIN;13732;1
FEDE BATIMENT ET TRAVAUX PUBLICS HAUT RHIN;13733;1
FEDE BATIMENT ET TRAVAUX PUBLICS HAUT RHIN;13734;1
FEDE BATIMENT ET TRAVAUX PUBLICS HAUT RHIN;13735;1
FEDE BATIMENT ET TRAVAUX PUBLICS HAUT RHIN;13736;1
ASS CENTR DISTRIBUT E LECLERC;13737;0
ASS CENTR DISTRIBUT E LECLERC;13738;0
ASS CENTR DISTRIBUT E LECLERC;13739;0
MEL SDC;13740;1
ASS CENTR DISTRIBUT E LECLERC;13741;0
ASS CENTR DISTRIBUT E LECLERC;13742;0
ASS CENTR DISTRIBUT E LECLERC;13743;0
ASS CENTR DISTRIBUT E LECLERC;13744;0
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13745;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13746;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13747;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13748;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13749;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13750;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13751;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13752;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13753;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13754;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13755;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13756;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13757;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13758;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13759;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13760;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13761;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13762;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13763;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13764;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13765;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13766;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13767;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13768;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13769;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13770;1
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;13771;1
FINANCEMENT PARTICIPATIF FRANCE;13772;1
FINANCEMENT PARTICIPATIF FRANCE;13773;1
FINANCEMENT PARTICIPATIF FRANCE;13774;1
FINANCEMENT PARTICIPATIF FRANCE;13775;1
CAISSE ASSURANCE VIEILLESSE PHARMACIE;13776;1
CAISSE ASSURANCE VIEILLESSE PHARMACIE;13777;1
UNION DES GROUPEMENTS D'ACHATS PUBLICS;13778;1
UNION DES GROUPEMENTS D'ACHATS PUBLICS;13779;1
UNION DEPARTEMENTALE DES PETITES ET MOYENNES ENTREPRISES DU BAS RHIN;13780;1
UNION DEPARTEMENTALE DES PETITES ET MOYENNES ENTREPRISES DU BAS RHIN;13781;1
UNION DEPARTEMENTALE DES PETITES ET MOYENNES ENTREPRISES DU BAS RHIN;13782;1
UNION DEPARTEMENTALE DES PETITES ET MOYENNES ENTREPRISES DU BAS RHIN;13783;1
UNION DEPARTEMENTALE DES PETITES ET MOYENNES ENTREPRISES DU BAS RHIN;13784;1
UNION DEPARTEMENTALE DES PETITES ET MOYENNES ENTREPRISES DU BAS RHIN;13785;1
CHAMBRE COMMERCE & INDUSTRIE PAU BEARN;13786;1
CHAMBRE COMMERCE & INDUSTRIE PAU BEARN;13787;1
CHAMBRE COMMERCE & INDUSTRIE PAU BEARN;13788;1
CONFEDER NAT CHARCUTERI FRANCE;13789;1
CONFEDER NAT CHARCUTERI FRANCE;13790;1
CONFEDER NAT CHARCUTERI FRANCE;13791;1
CONFEDER NAT CHARCUTERI FRANCE;13792;1
CONFEDER NAT CHARCUTERI FRANCE;13793;1
CONFEDER NAT CHARCUTERI FRANCE;13794;1
CONFEDER NAT CHARCUTERI FRANCE;13795;1
FED CRISTALLERIES VERRERIES MAIN MIXTES;13796;1
FED CRISTALLERIES VERRERIES MAIN MIXTES;13797;1
FED CRISTALLERIES VERRERIES MAIN MIXTES;13798;1
FED CRISTALLERIES VERRERIES MAIN MIXTES;13799;1
STORENGY;13800;1
STORENGY;13801;1
DELIVEROO FRANCE SAS;13802;1
DELIVEROO FRANCE SAS;13803;1
DELIVEROO FRANCE SAS;13804;1
INSTIT RADIOPROTECTION SURETE NUCLEAIRE;13805;0
CENTRE D'ETUDES ET DE DOCUMENTATION DU SUCRE;13806;0
ASS FRANCAISE CONTRE LES MYOPATHIES;13807;0
CENTRE FRANCAIS DES FONDATIONS;13808;0
GADOL OPTIC 2000;13809;0
CENTRE FRANCAIS DES FONDATIONS;13810;0
CENTRE D'ETUDES ET DE DOCUMENTATION DU SUCRE;13811;0
CONFEDERATION GENERALE DES PLANTEURS DE BETTERAVES (CGB);13812;0
FEDERATION PROFESSIONNELLE DES ENTREPRISES DE L EAU;13813;0
ASS INTERPROF DES FRUITS & LEGUMES FRAIS;13814;0
FEDENE SERVICES;13815;0
CONSEIL NATION ORDRE ARCHITECT;13816;0
CONFEDERATION GENERALE DES PLANTEURS DE BETTERAVES (CGB);13817;0
FEDENE SERVICES;13818;0
NEXEM;13819;0
CONFEDERATION GENERALE DES PLANTEURS DE BETTERAVES (CGB);13820;0
CONFEDERATION GENERALE DES PLANTEURS DE BETTERAVES (CGB);13821;0
FEDENE SERVICES;13822;0
ASS UNION FRANCAISE DE L'ELECTRICITE;13823;0
ASS INTERPROF DES FRUITS & LEGUMES FRAIS;13824;0
UNION DES SYNDICATS DE L IMMOBILIER;13825;0
ASS INTERPROF DES FRUITS & LEGUMES FRAIS;13826;0
ASS UNION FRANCAISE DE L'ELECTRICITE;13827;0
ELEPHANT VERT FRANCE;13828;0
INSTITUT NATIONAL DE L'ENVIRONNEMENT INDUSTRIEL ET DES RISQUES;13829;0
CONSEIL NATION ORDRE ARCHITECT;13830;0
CONSEIL NATION ORDRE ARCHITECT;13831;0
SANEF;13832;0
GADOL OPTIC 2000;13833;0
GADOL OPTIC 2000;13834;0
PEUGEOT SA;13835;0
UNION DES SYNDICATS DE L IMMOBILIER;13836;0
FEDERATION PROFESSIONNELLE DES ENTREPRISES DE L EAU;13837;0
INSTITUT DE LA GESTION DELEGUEE;13838;1
INSTITUT DE LA GESTION DELEGUEE;13839;1
SYNGENTA FRANCE SAS;13840;1
SYNGENTA FRANCE SAS;13841;1
SYNGENTA FRANCE SAS;13842;1
SYNGENTA FRANCE SAS;13843;1
SYNGENTA FRANCE SAS;13844;1
SYNGENTA FRANCE SAS;13845;1
SYND DE LA PRESSE QUOTIDIENNE NATIONALE;13846;1
SYND DE LA PRESSE QUOTIDIENNE NATIONALE;13847;1
SYND DE LA PRESSE QUOTIDIENNE NATIONALE;13848;1
SYND DE LA PRESSE QUOTIDIENNE NATIONALE;13849;1
SYND DE LA PRESSE QUOTIDIENNE NATIONALE;13850;1
SYND DE LA PRESSE QUOTIDIENNE NATIONALE;13851;1
SYND DE LA PRESSE QUOTIDIENNE NATIONALE;13852;1
SYND DE LA PRESSE QUOTIDIENNE NATIONALE;13853;1
SYND DE LA PRESSE QUOTIDIENNE NATIONALE;13854;1
SYND DE LA PRESSE QUOTIDIENNE NATIONALE;13855;1
SYND DE LA PRESSE QUOTIDIENNE NATIONALE;13856;1
SYND DE LA PRESSE QUOTIDIENNE NATIONALE;13857;1
SYND DE LA PRESSE QUOTIDIENNE NATIONALE;13858;1
SYND DE LA PRESSE QUOTIDIENNE NATIONALE;13859;1
SYND DE LA PRESSE QUOTIDIENNE NATIONALE;13860;1
SYND DE LA PRESSE QUOTIDIENNE NATIONALE;13861;1
G5 - IPSEN - PIERRE FABRE - SANOFI - AVENTIS - SERVIER;13862;1
G5 - IPSEN - PIERRE FABRE - SANOFI - AVENTIS - SERVIER;13863;1
G5 - IPSEN - PIERRE FABRE - SANOFI - AVENTIS - SERVIER;13864;1
G5 - IPSEN - PIERRE FABRE - SANOFI - AVENTIS - SERVIER;13865;1
G5 - IPSEN - PIERRE FABRE - SANOFI - AVENTIS - SERVIER;13866;1
G5 - IPSEN - PIERRE FABRE - SANOFI - AVENTIS - SERVIER;13867;1
G5 - IPSEN - PIERRE FABRE - SANOFI - AVENTIS - SERVIER;13868;1
G5 - IPSEN - PIERRE FABRE - SANOFI - AVENTIS - SERVIER;13869;1
COMITE DE LIAISON DES ENTREPRISES AYANT EXERCE LEUR ELIGIBILITE;13870;1
COMITE DE LIAISON DES ENTREPRISES AYANT EXERCE LEUR ELIGIBILITE;13871;1
FEDERATION BTP DE LA LOIRE;13872;1
FEDERATION BTP DE LA LOIRE;13873;1
FEDERATION BTP DE LA LOIRE;13874;1
VALEO;13875;1
VALEO;13876;1
VALEO;13877;1
VALEO;13878;1
SOCIETE DES PETROLES SHELL;13879;1
SOCIETE DES PETROLES SHELL;13880;1
SOCIETE DES PETROLES SHELL;13881;1
SOCIETE DES PETROLES SHELL;13882;1
SOCIETE DES PETROLES SHELL;13883;1
SOCIETE DES PETROLES SHELL;13884;1
SOCIETE DES PETROLES SHELL;13885;1
SOCIETE DES PETROLES SHELL;13886;1
SOCIETE DES PETROLES SHELL;13887;1
SOCIETE DES PETROLES SHELL;13888;1
SOCIETE DES PETROLES SHELL;13889;1
SOCIETE DES PETROLES SHELL;13890;1
SOCIETE DES PETROLES SHELL;13891;1
SOCIETE DES PETROLES SHELL;13892;1
SOCIETE DES PETROLES SHELL;13893;1
SOCIETE DES PETROLES SHELL;13894;1
SOCIETE DES PETROLES SHELL;13895;1
COMITE DE LIAISON CENTRES DE GESTION;13896;1
COMITE DE LIAISON CENTRES DE GESTION;13897;1
COMITE DE LIAISON CENTRES DE GESTION;13898;1
COMITE DE LIAISON CENTRES DE GESTION;13899;1
COMITE DE LIAISON CENTRES DE GESTION;13900;1
COMITE DE LIAISON CENTRES DE GESTION;13901;1
COMITE DE LIAISON CENTRES DE GESTION;13902;1
COMITE DE LIAISON CENTRES DE GESTION;13903;1
FEDERATION DES ENTREPRISES DE LA SECURITE FIDUCIAIRE( FEDESFI);13904;1
UNION FABRIC. PROTECT PROPRIETE INDUST.;13905;1
UNION NATIONALE ASSOCIAT FAMILIALES;13906;0
ASSOCIATION HOPITAL FOCH;13906;0
ASSOCIATION FRANCE ALZHEIMER;13906;0
KORIAN;13906;0
ADEF RESIDENCES;13906;0
FONDATION PARTAGE ET VIE;13906;0
GROUPE MAISONS DE FAMILLE;13906;0
GROUPE AUDIENS;13906;0
HOPITAL BAGATELLE;13906;0
OEUVRE FALRET;13906;0
BAYARD PRESSE;13906;0
MEDISSIMO;13906;0
COACTIS SANTE;13906;0
CARIANS;13906;0
VIVRE ET TRAVAILLER AUTREMENT;13906;0
ASAP-SOLUTIONS;13906;0
RANDSTAD;13906;0
GROUPE LOURMEL;13906;0
SGAM AG2R LA MONDIALE;13906;0
HANDI-EM;13906;0
PFIZER;13906;0
BNP PARIBAS;13906;0
FÉDÉRATION DE L'ARCHE EN FRANCE;13906;0
LES PETITS FRERES DES PAUVRES;13906;0
ALENVI;13906;0
KINGFISHER FRANCE;13907;1
KINGFISHER FRANCE;13908;1
KINGFISHER FRANCE;13909;1
KINGFISHER FRANCE;13910;1
