civilite_dirigeant;fonction_dirigeant;nom_dirigeant;prenom_dirigeant;representants_id;nom_prenom_dirigeant
MME;Présidente;BOULMIER;Muriel;1637;BOULMIER Muriel
M;Directeur;HEMOUS;Emmanuel;1637;HEMOUS Emmanuel
MME;Présidente;FINON;Céline;1638;FINON Céline
M;Président;SANDER;Franck;1639;SANDER Franck
M;Directeur Général;RAYE;Pierre;1639;RAYE Pierre
MME;Présidente;COUDRIOU;Cécile;1640;COUDRIOU Cécile
MME;PRESIDENTE;COUDRE;Rachel;1641;COUDRE Rachel
M;PRESIDENT D'HONNEUR;TALAMONA;Pierre;1641;TALAMONA Pierre
M;Président;CHOLTON;Patrick;1642;CHOLTON Patrick
M;Délégué Général;DUGRAND;Didier;1642;DUGRAND Didier
M;Président;DECKER;Arnaud;1643;DECKER Arnaud
M;PRESIDENT;CAMPANA;Gilbert;1644;CAMPANA Gilbert
M;3ème VICE PRESIDENT;WAGNER;Jean Marc;1644;WAGNER Jean Marc
M;2ème VICE PRESIDENT;ASSIE;Olivier;1644;ASSIE Olivier
MME;Directrice générale;GOLOUBTZOFF;Alexia;1645;GOLOUBTZOFF Alexia
M;Président;ADEL;Joshua;1645;ADEL Joshua
M;Directeur général;PEDESSAC;Joel;1646;PEDESSAC Joel
M;Président;NADDEO;Eric;1646;NADDEO Eric
M;Consultant indépendant;MICHELON;Quentin;1647;MICHELON Quentin
M;Président;METRAL;Guy;1648;METRAL Guy
MME;Directeur Général;PATUREL;Laurence;1648;PATUREL Laurence
M;PRESIDENT;GERBEL;Alain;1649;GERBEL Alain
MME;Présidente;BOUVIER;Amandine;1650;BOUVIER Amandine
M;Président;BOUCKAERT;Xavier;1651;BOUCKAERT Xavier
M;Président;RONCATO;Jean-Pierre;1652;RONCATO Jean-Pierre
M;président du directoire;MONLOUBOU;Philippe;1653;MONLOUBOU Philippe
MME;membre du directoire, directeur finances, achats et assurances;FAU;Corinne;1653;FAU Corinne
M;Délégué Général;GRAU;François Marie;1654;GRAU François Marie
M;Président;LE LOUET;Pierre-François;1654;LE LOUET Pierre-François
M;PRESIDENT DU CONSEIL D'ADMINISTRATION ET DIRECTEUR GENERAL;PINATEL;Bernard;1655;PINATEL Bernard
M;Président;CHARGE;Dominique;1656;CHARGE Dominique
M;Directeur Général;MAGDELAINE;Vincent;1656;MAGDELAINE Vincent
M;Président;CASTILLON;Jean-Jacques;1657;CASTILLON Jean-Jacques
M;Président-Directeur général;CAIROU;Guillaume;1658;CAIROU Guillaume
M;Président Directeur Général;NGUER;Momar;1659;NGUER Momar
M;Président;NILLE;Thierry;1660;NILLE Thierry
MME;Vice-Présidente;LAPLAGNE;Valérie;1660;LAPLAGNE Valérie
M;Vice-Président;CHIRAT;Jean-Pascal;1660;CHIRAT Jean-Pascal
M;Vice-Président;CERISE;Jean-François;1660;CERISE Jean-François
M;Directeur Général;BRASSAC;Philippe;1661;BRASSAC Philippe
M;Directeur Général Délégué;MUSCA;Xavier;1661;MUSCA Xavier
M;Président;SALLÉ;Didier;1662;SALLÉ Didier
M;Président;SCHIEVER;Cyril;1663;SCHIEVER Cyril
M;PRESIDENT;GUINES;Loic;1664;GUINES Loic
MME;Présidente;SOLA;Muriel;1665;SOLA Muriel
M;Président;QUIRIN;Carlo;1666;QUIRIN Carlo
MME;Vice-Présidente;COISSIEUX;Valérie;1666;COISSIEUX Valérie
M;Vice-Président;SANCHEZ;Jean;1666;SANCHEZ Jean
M;Vice-Président;MAZETTE;Yannick;1666;MAZETTE Yannick
M;Vice-Président;SAMAMA;Philippe;1666;SAMAMA Philippe
MME;Secrétaire générale;POQUET;Marine;1666;POQUET Marine
M;Directeur général;LANNE;Christophe;1667;LANNE Christophe
M;Président;FLEUROSE;Bertrand;1668;FLEUROSE Bertrand
M;Délégué Général;HENRAT;Christophe;1669;HENRAT Christophe
M;Président;SOTO;Alfred;1669;SOTO Alfred
M;Trésorier;LE CORRE;Eric;1670;LE CORRE Eric
M;Membre du Bureau;ARCHAMBAULT;Thierry;1670;ARCHAMBAULT Thierry
MME;Membre du Bureau;MESPLES;Aline;1670;MESPLES Aline
M;Membre du Bureau;PEUGEOT;Christian;1670;PEUGEOT Christian
M;Membre du Bureau;BARTHOLOME;Francis;1670;BARTHOLOME Francis
M;Membre du Bureau;MAUGE;Jacques;1670;MAUGE Jacques
M;Membre du Bureau;CUSSET;Yann;1670;CUSSET Yann
M;Président;MESQUI;Jean;1670;MESQUI Jean
M;Président d'honneur;CHAM;Claude;1670;CHAM Claude
M;président;MONTFORT;Jean-Luc;1671;MONTFORT Jean-Luc
M;DG;NOTHHELFER;Sylvain;1672;NOTHHELFER Sylvain
M;Président;HUORD;Bruno;1673;HUORD Bruno
M;Président;GRANDIN;Laurent;1674;GRANDIN Laurent
M;Président de la FDO 06;COURRON;Jacques;1675;COURRON Jacques
M;Président;PIMONT;Christian;1676;PIMONT Christian
M;Président;WEIZMANN;Daniel;1677;WEIZMANN Daniel
M;Président;PIET;Sylvain;1678;PIET Sylvain
M;Directeur général;SAUNIER;Thomas;1679;SAUNIER Thomas
M;DELEGUE GENERAL;MOUNIER;Cyrille;1680;MOUNIER Cyrille
M;PRESIDENT;FAURE;Jean-Francois;1680;FAURE Jean-Francois
M;VICE PRESIDENT;BECK;Yann;1680;BECK Yann
M;Président;GERTNER;Dominique;1681;GERTNER Dominique
M;Président;GUILLOT;Hervé;1682;GUILLOT Hervé
MME;Secrétaire Général;ELOY;Sylvie;1682;ELOY Sylvie
M;Président;PANETTO;Daniel;1683;PANETTO Daniel
M;Directeur général;DI MARZIO;Philippe;1683;DI MARZIO Philippe
M;Président;BELINGARD;Jean-Luc;1684;BELINGARD Jean-Luc
M;Directeur général;LE ROY;Eric;1685;LE ROY Eric
M;;BISOTTI;Marc-Angelo;1686;BISOTTI Marc-Angelo
M;DELEGUE GENERAL;DAHER;Georges;1687;DAHER Georges
M;Président;BATTISTI;Alain;1687;BATTISTI Alain
M;Délégué Général;TARDIEU;Guy;1687;TARDIEU Guy
M;Délégué Général Adjoint;FOUCHET;Frédéric;1687;FOUCHET Frédéric
M;Président;PERROT;Frédéric;1688;PERROT Frédéric
M;Secrétaire  général;MONNET;Philippe;1688;MONNET Philippe
M;Directeur;SONTAG;Alex;1688;SONTAG Alex
M;Président;MERRET;Thierry;1689;MERRET Thierry
M;Président;KARAM;Georges;1690;KARAM Georges
MME;Déléguée Générale;DEMERLE;Maxence;1690;DEMERLE Maxence
M;Président;CHEBBAH;Béchir;1691;CHEBBAH Béchir
M;Directeur Général;BERNET;Damien;1692;BERNET Damien
M;Président Directeur Général;WEILL;Alain;1692;WEILL Alain
M;Président;BRIN;Henry;1693;BRIN Henry
M;Managing Director;GRANIER;Guillaume;1694;GRANIER Guillaume
M;Président;FRANCEY;Eric;1695;FRANCEY Eric
MME;Déléguée Générale;BLANOT;Marie-Thérèse;1695;BLANOT Marie-Thérèse
M;Président;LACROIX;Stéphane;1696;LACROIX Stéphane
MME;Présidente;ANDRES;Françoise;1697;ANDRES Françoise
M;Head of Institutional Relations;DECARD;Olivier;1698;DECARD Olivier
M;Gérant France FlixBus Sarl;LEFRANC-MORIN;Yvan;1698;LEFRANC-MORIN Yvan
M;Président;SCARAFAGIO;Stéphane;1699;SCARAFAGIO Stéphane
M;Président directeur général;BELLANGER;Pierre;1700;BELLANGER Pierre
M;Directeur Général;LÉGAUT;Guillaume;1701;LÉGAUT Guillaume
M;Président;CHRISTNACHT;Alain;1701;CHRISTNACHT Alain
M;Directeur général;LAVAL;Philippe;1702;LAVAL Philippe
M;Dirigeant fondateur;ESPITALIER-NOËL;Ludovic;1703;ESPITALIER-NOËL Ludovic
MME;Président;COMISKEY;Josephine;1704;COMISKEY Josephine
MME;Directrice;GRILLARD;Maud;1705;GRILLARD Maud
M;PRESIDENT;IZZAR;Rachid;1706;IZZAR Rachid
M;Président;MARTIN;Fréderic;1707;MARTIN Fréderic
M;Directeur général;SAVARY;Alain;1707;SAVARY Alain
M;Président de Jeunes Agriculteurs Région Ile-de-France;ARNOULT;Frédéric;1708;ARNOULT Frédéric
MME;Directrice générale;DAGORN;Catherine;1709;DAGORN Catherine
M;Président;FABRE;Jérôme;1710;FABRE Jérôme
M;Président;MINAULT;Pascal;1711;MINAULT Pascal
M;Président;STALTER;Bernard;1712;STALTER Bernard
M;Directeur général;GARAU;Jacques;1712;GARAU Jacques
M;Directeur Général Délégué;DE FOUGEROUX;Bruno;1713;DE FOUGEROUX Bruno
M;Président directeur général;LEVACHER;Emmanuel;1714;LEVACHER Emmanuel
M;PRESIDENT FEDERAL;LAYLY;Eric;1715;LAYLY Eric
M;DELEGUE GENERAL;PLAN;Frederic;1715;PLAN Frederic
M;Président;COUTURIER;Christian;1716;COUTURIER Christian
M;PRESIDENT;ASSELIN;François;1717;ASSELIN François
M;Vice-Président Installation;COURTEIX;Clément;1718;COURTEIX Clément
M;Président;CHANQUOI;Pierre-Henri;1718;CHANQUOI Pierre-Henri
M;Secrétaire Général;CLAUDEL;Florent;1718;CLAUDEL Florent
M;Président;BURELLI;Pierre;1719;BURELLI Pierre
M;Président;CHAMUSSY;Nicolas;1720;CHAMUSSY Nicolas
MME;Présidente;CHAPTEUIL;Christelle;1721;CHAPTEUIL Christelle
MME;Directrice générale;DUPONT;Delphine;1721;DUPONT Delphine
M;PRESIDENT;NOSAL;Christian;1722;NOSAL Christian
M;PRESIDENT;DEVEAU;Philippe;1723;DEVEAU Philippe
M;Président;BLIN;Bruno;1724;BLIN Bruno
M;Président;FABRE;Benoît;1725;FABRE Benoît
M;Responsable en France;BETOLAUD DU COLOMBIER;Xavier;1726;BETOLAUD DU COLOMBIER Xavier
M;Responsable à l'étranger;CLAMADIEU;Jean-Pierre;1726;CLAMADIEU Jean-Pierre
M;Représentant à l'étranger;HAJJAR;Karim;1726;HAJJAR Karim
MME;Présidente;WACK;Anne-Lucie;1727;WACK Anne-Lucie
M;Délégué général;REGIMBART;Philippe;1727;REGIMBART Philippe
MME;Présidente;FOURNIER;Valérie;1728;FOURNIER Valérie
M;Directeur Général;POUSSOU;Didier;1728;POUSSOU Didier
M;Président;JUNON;Jean-Marc;1729;JUNON Jean-Marc
MME;Président;PANOSYAN;Astrid;1730;PANOSYAN Astrid
M;Président;COMTE;Jean Paul;1731;COMTE Jean Paul
M;Directeur Général;DE LÉPINAU;Pierre;1732;DE LÉPINAU Pierre
M;Président;HAQUIN;Rémi;1732;HAQUIN Rémi
M;Président;TANGUY;Julien;1733;TANGUY Julien
M;Directeur;PRIMAULT;Lionel;1734;PRIMAULT Lionel
M;Président;RAMBAUD;Denis;1734;RAMBAUD Denis
M;DIRECTEUR ADMNINISTRATIF ET FINANCIER;SENGEL;Robert;1735;SENGEL Robert
M;Directeur Général;LOUX;Sébatien;1736;LOUX Sébatien
M;Président;PIETRASANTA;Sébastien;1737;PIETRASANTA Sébastien
M;PRESIDENT;PEREZ;Vincent;1738;PEREZ Vincent
M;Président;LOISEAU;Jean-François;1739;LOISEAU Jean-François
MME;Déléguée générale;LE BOUDEC;Solenn;1739;LE BOUDEC Solenn
M;PRESIDENT;ORTIZ;Jean-Paul;1740;ORTIZ Jean-Paul
M;Fondateur-Directeur Associé;MARKO;Thomas;1741;MARKO Thomas
MME;presidente;DE BERNARDI;Corine;1742;DE BERNARDI Corine
MME;Présidente;MINAYO;Rose Marie;1743;MINAYO Rose Marie
M;Président;BOUGRAIN DUBOURG;Allain;1744;BOUGRAIN DUBOURG Allain
M;Directeur Général;VERILHAC;Yves;1744;VERILHAC Yves
M;Président national;OLHAGARAY;Michel;1745;OLHAGARAY Michel
M;Directeur général;SANCHEZ;Arnaud;1746;SANCHEZ Arnaud
MME;Présidente;GRAVIERE;Virginie;1747;GRAVIERE Virginie
M;directeur général;DE COATPONT;Tanguy;1748;DE COATPONT Tanguy
M;Président;JAHSHAN;Philippe;1749;JAHSHAN Philippe
MME;Déléguée générale;PFRUNDER;Frédérique;1749;PFRUNDER Frédérique
M;Président;CHRETIEN;Bruno;1750;CHRETIEN Bruno
M;Membre de l'Institut de la Protection Sociale;BONNET;Guy;1750;BONNET Guy
M;Membre de l'Institut de la Protection Sociale;SANCHEZ;Olivier;1750;SANCHEZ Olivier
M;Membre de l'Institut de la Protection Sociale;NINO;Rolland;1750;NINO Rolland
M;Membre de l'Institut de la Protection Sociale;MONTANT;Antoine;1750;MONTANT Antoine
M;Membre de l'Institut de la Protection Sociale;ANOUCHIAN;Serge;1750;ANOUCHIAN Serge
M;Membre de l'Institut de la Protection Sociale;SABRIE;Guy;1750;SABRIE Guy
M;Président;REGNIER;Frédéric;1751;REGNIER Frédéric
M;Secrétaire Général Directeur des Services;EL-HADJ;Sébastien;1751;EL-HADJ Sébastien
M;PRESIDENT;BEAUDOT;Joffrey;1752;BEAUDOT Joffrey
M;SECRÉTAIRE GÉNÉRAL;BEAUCHAMP;Jerome;1752;BEAUCHAMP Jerome
M;SG ADJOINT;CARRION;Guillaume;1752;CARRION Guillaume
M;Président;LASSERRE;Lilian;1753;LASSERRE Lilian
MME;Directrice générale;BORIE-BANCEL;Laurence;1754;BORIE-BANCEL Laurence
M;Directeur Général;CARCAUZON;Gilles;1755;CARCAUZON Gilles
M;Président de l'USPO;BONNEFOND;Gilles;1756;BONNEFOND Gilles
M;Président;COLLET;Frédéric;1757;COLLET Frédéric
M;Directeur Général;LAMOUREUX;Philippe;1757;LAMOUREUX Philippe
M;Président;MOUZAT;Jean;1758;MOUZAT Jean
M;PRESIDENT ACTIONNAIRE UNIQUE;CASPAR-FILLE-LAMBIE;Thierry;1759;CASPAR-FILLE-LAMBIE Thierry
M;Délégué Général;HUREL;François;1760;HUREL François
M;Président;BOUQUOT;Jean;1760;BOUQUOT Jean
M;Co-Président;DAMEY;Loïc;1761;DAMEY Loïc
MME;Co-Président;HAMPEL;Aurélie;1761;HAMPEL Aurélie
M;Co-Président;RÉMY;Christian;1761;RÉMY Christian
M;Co-Président;VASSE;Damien;1761;VASSE Damien
M;Président;SAINSON;Pascal;1762;SAINSON Pascal
M;Président;TUFFIER;Jean-Luc;1763;TUFFIER Jean-Luc
M;Président-Directeur Général;BOMPARD;Alexandre;1764;BOMPARD Alexandre
M;Direction Générale;VIGO;Franck;1765;VIGO Franck
M;président;JOATTON;Jean-Noël;1766;JOATTON Jean-Noël
M;Président;PONS;Philippe;1767;PONS Philippe
M;Président;GUERRET;Philippe;1768;GUERRET Philippe
M;Directeur Général délégué;GENY;Bruno;1768;GENY Bruno
M;Délégué Général;CHEVALEYRE;Fabrice;1769;CHEVALEYRE Fabrice
M;Président;LEPORTIER;Régis;1770;LEPORTIER Régis
M;Secrétaire Général;JAFFIOL;Michel;1771;JAFFIOL Michel
M;Directeur Général;MILLS;Philippe;1772;MILLS Philippe
M;Vice-président;PADIEU;Olivier;1773;PADIEU Olivier
M;Président;BALBI;André;1773;BALBI André
M;Président;BALBI;André;1773;BALBI André
M;Président Directeur Général;HOT;Bruno;1774;HOT Bruno
M;Délégué général;CHAPUIS;Thierry;1775;CHAPUIS Thierry
M;Président;CORBIN;Patrick;1775;CORBIN Patrick
M;Président;SCHAEFFER;Pierre;1776;SCHAEFFER Pierre
M;Délégué Général;LE ROCH;Emmanuel;1777;LE ROCH Emmanuel
M;PRESIDENT;PEYRAMAYOU;Noel;1778;PEYRAMAYOU Noel
M;Président;PAQUIN;Claude-Eric;1779;PAQUIN Claude-Eric
M;PRESIDENT;SORBADERE;Guy;1780;SORBADERE Guy
M;Directeur Général SAP France;GENEVOIS;Marc;1781;GENEVOIS Marc
M;Président SAP France;DE LAPORTALIERE;Amaury;1781;DE LAPORTALIERE Amaury
M;Président;KOSCHE;Dirk;1782;KOSCHE Dirk
M;DIRECTEUR GENERAL;ERRARD;Patrick;1782;ERRARD Patrick
M;Président;PICHOT;Gérald;1783;PICHOT Gérald
M;Président;CHEVALLET;Jacques;1784;CHEVALLET Jacques
M;Président;HARDOUIN;Philippe;1785;HARDOUIN Philippe
M;Président;BOIVIN;Philippe;1786;BOIVIN Philippe
MME;Secrétaire;CHEVALIER;Isabelle;1786;CHEVALIER Isabelle
MME;Trésorière;SUT;Elise;1786;SUT Elise
M;Secrétaire général;MACRON;Bruno;1787;MACRON Bruno
M;Président;BRUNET;Edouard;1787;BRUNET Edouard
M;Président;HARSCOUET;Jacques-Yves;1788;HARSCOUET Jacques-Yves
M;Président;MAGUIN;Charles;1789;MAGUIN Charles
M;Président;DUBUC;Pierre;1790;DUBUC Pierre
M;Directeur général;NEBRA;Mathieu;1790;NEBRA Mathieu
M;Coprésident;BOU;Christophe;1791;BOU Christophe
M;Coprésident;CARRÈRE;Michel;1791;CARRÈRE Michel
M;Directeur;FABRE;Paul;1791;FABRE Paul
M;Ancien Coprésident;DEFRANCES;Michel;1791;DEFRANCES Michel
M;Gérant;GUILLAUMIN;Eric;1792;GUILLAUMIN Eric
M;Président;IZARD;Jonathan;1793;IZARD Jonathan
M;président de jeunes agriculteurs de l'Aisne;GHEKIERE;Ludovic;1794;GHEKIERE Ludovic
M;PRESIDENT;GERIN;François;1795;GERIN François
M;DIRECTEUR GENERAL;LEBEUGLE;Franck;1795;LEBEUGLE Franck
M;Président;BARILLEY;Etienne;1796;BARILLEY Etienne
M;gérant associé;OLIVIER;Karsenti;1797;OLIVIER Karsenti
M;Président;LECLERC;Michel-Edouard;1798;LECLERC Michel-Edouard
MME;Membre du Bureau de la CCI des Vosges;FRERE;Anne-Christine;1799;FRERE Anne-Christine
MME;Membre du Bureau de la CCI des Vosges;VAXELAIRE;Nathalie;1799;VAXELAIRE Nathalie
M;Membre du Bureau de la CCI des Vosges;HOUILLON;Jean-François;1799;HOUILLON Jean-François
M;Membre du Bureau de la CCI des Vosges;THOMAS;Raymond;1799;THOMAS Raymond
M;Membre du Bureau de la CCI des Vosges;CLAUDEPIERRE;Jean-Marie;1799;CLAUDEPIERRE Jean-Marie
M;Membre du Bureau de la CCI des Vosges;VAXELAIRE;Jean-Louis;1799;VAXELAIRE Jean-Louis
M;Directeur Général;JACOBEE;Sylvain;1799;JACOBEE Sylvain
M;Président;CLAUDEL;Gérard;1799;CLAUDEL Gérard
M;Membre du Bureau de la CCI des Vosges;BARRIERE;Gérard;1799;BARRIERE Gérard
M;Membre du Bureau de la CCI des Vosges;GUY;Bertrand;1799;GUY Bertrand
M;Président;WIGNIOLLE;Olivier;1800;WIGNIOLLE Olivier
M;Directeur Général;SISSOKO;Maurice;1800;SISSOKO Maurice
MME;Présidente;SAVEL;Stéphanie;1801;SAVEL Stéphanie
M;Directeur;LEGAUX;Marc;1802;LEGAUX Marc
M;Président Directeur Général;JOSSA;Edward;1803;JOSSA Edward
MME;Directrice Générale Déléguée;DELERUELLE;Isabelle;1803;DELERUELLE Isabelle
M;Président;BUISSON;Pierre;1804;BUISSON Pierre
M;Président;LLERENA;Philippe;1805;LLERENA Philippe
M;Trésorier;LABOURDETTE;Sébastien;1806;LABOURDETTE Sébastien
M;Secrétaire;PRIGENT;Marc;1806;PRIGENT Marc
MME;Secrétaire adjointe;ABADIE;Gaëlle;1806;ABADIE Gaëlle
M;Vice-président;LAC;Eric;1806;LAC Eric
M;Vice-président;NERGUARARIAN;Pierre;1806;NERGUARARIAN Pierre
MME;Trésorière adjointe;BALLION;Soraya;1806;BALLION Soraya
M;Vice-président;GALLAZZINI;Serge;1806;GALLAZZINI Serge
M;Président;LAPORTE;Didier;1806;LAPORTE Didier
MME;Directeur Général;DUBOUE;Valérie;1806;DUBOUE Valérie
M;Président;MAUVIGNEY;Joël;1807;MAUVIGNEY Joël
M;Second Président adjoint;BRELOT;Yves;1807;BRELOT Yves
M;Premier Président adjoint;BELGY;Benoît;1807;BELGY Benoît
M;Président;DE LAVERGNOLLE;Jérôme;1808;DE LAVERGNOLLE Jérôme
M;PRESIDENT DU CONSEIL D'ADMINISTRATION;GRAUX;Francois;1809;GRAUX Francois
MME;PRESIDENTE EXECUTIVE;PREVIEU;Cecile;1809;PREVIEU Cecile
M;Président;SHU;William;1810;SHU William
MME;Présidente;FANDRE;Capucine;1811;FANDRE Capucine
M;Délégué Général;CHABANNE;Pierre-Emeric;1812;CHABANNE Pierre-Emeric
M;Président;DU MESNIL;Hubert;1812;DU MESNIL Hubert
M;Président;BARANNE;Bruno;1813;BARANNE Bruno
M;Président;FEUILLÉE;Marc;1814;FEUILLÉE Marc
M;Directeur;BOUCHEZ;Denis;1814;BOUCHEZ Denis
M;Délégué Général;VERON;Didier;1815;VERON Didier
M;Président;L'EPINE;Yves;1815;L'EPINE Yves
M;Président;ROUBANOVITCH;Frank;1816;ROUBANOVITCH Frank
M;Président;VIDONNE;Thierry;1817;VIDONNE Thierry
M;Secrétaire Général;VACHERON;Tristan;1817;VACHERON Tristan
M;Président-Directeur Général;ASCHENBROICH;Jacques;1818;ASCHENBROICH Jacques
M;PRESIDENT;BARIL;Vincent;1819;BARIL Vincent
M;PRESIDENT;RIVOUAL;Yves;1820;RIVOUAL Yves
M;Président;CHAUDAT;Didier;1821;CHAUDAT Didier
M;1ER VICE-PRESIDENT;SGOBBO;Gerald;1822;SGOBBO Gerald
M;2ND VICE-PRESIDENT;MORERE;Philippe;1822;MORERE Philippe
M;TRESORIER;KOMAROFF;Lionel;1822;KOMAROFF Lionel
M;PRESIDENT;CALVI;Joseph;1822;CALVI Joseph
M;3EME VICE--PRESIDENT;MASSAT;Christian;1822;MASSAT Christian
MME;TRESORIERE ADJOINTE;BASQUE;Nathalie;1822;BASQUE Nathalie
M;Président;PEUGEOT;Christian;1823;PEUGEOT Christian
M;Président;DE HENNEZEL D'ORMOIS;Edouard;1824;DE HENNEZEL D'ORMOIS Edouard
M;représentant permanent de la Société Commanditée de Castorama Dubois Investissements-Socodi (SARL), Président;GROLEAU;Jean-Noël;1825;GROLEAU Jean-Noël
M;représentant permanent de la Société Commanditée de Castorama Dubois Investissements-Socodi (SARL), Président;VERHASSELT;Philippe;1825;VERHASSELT Philippe
M;Président;GALVEZ;Jean-Pierre;1826;GALVEZ Jean-Pierre
MME;Directrice générale des services;CONIL;Patricia;1826;CONIL Patricia
M;Président;GERVAIS;Franck;1827;GERVAIS Franck
M;Directeur Général;CHETRIT;Jean-Luc;1827;CHETRIT Jean-Luc
M;Président;GRUAT;Philippe;1828;GRUAT Philippe
M;Associé fondateur;ROBERT;Yves-Paul;1829;ROBERT Yves-Paul
M;Associé fondateur;MOLINA;Anton;1829;MOLINA Anton
M;Président;WOLFF;Patrick;1830;WOLFF Patrick
M;Directeur;BESNIER;Frederic;1830;BESNIER Frederic
M;Président;KEMPINSKI;Michel;1831;KEMPINSKI Michel
M;Président;LOPEZ;Paul;1832;LOPEZ Paul
MME;Présidente;LEPANY;Franceline;1833;LEPANY Franceline
M;Président;SICOT;Pascal;1834;SICOT Pascal
M;Président;JAYAT;Jean-Louis;1835;JAYAT Jean-Louis
MME;DELEGUEE GENERALE;LEPRESLE;Krystel;1836;LEPRESLE Krystel
M;PRESIDENT;FORGEAU;Joel;1836;FORGEAU Joel
M;Consultant indépendant;MAILLET;Thibault;1837;MAILLET Thibault
M;Directeur Général;MAZIERE;François;1838;MAZIERE François
M;Président;BURIN DES ROZIERS;Emeric;1839;BURIN DES ROZIERS Emeric
MME;Pharmacien responsable;AUSTRUY;Laetitia;1840;AUSTRUY Laetitia
M;Directeur Général Délégué;CHASSAGNOL;Frédéric;1840;CHASSAGNOL Frédéric
M;Président;BROCHARD;Jean-François;1840;BROCHARD Jean-François
M;Co-gérant, Président;TEISSEYRE;Gilles;1841;TEISSEYRE Gilles
MME;Co-gérante, Directrice Générale Exécutive;DUBOIS COLINEAU;Agnes;1841;DUBOIS COLINEAU Agnes
M;Président;ARNAUD;Baptiste;1842;ARNAUD Baptiste
M;Président;JÉRÉMIASZ;Jonathan;1843;JÉRÉMIASZ Jonathan
MME;Déléguée générale;NEYRON;Caroline;1843;NEYRON Caroline
M;Directeur Général;COUSIN;Frédéric;1844;COUSIN Frédéric
M;Président;LAUDAT;Vincent;1844;LAUDAT Vincent
M;PRESIDENT;RICHARD;Jean Philippe;1845;RICHARD Jean Philippe
M;CEO;BESSE;Yoann;1846;BESSE Yoann
MME;CEO;MIENS;Aliénor;1846;MIENS Aliénor
M;Directeur Général;GELBARD;Alexandre;1847;GELBARD Alexandre
M;président;LEVEQUE;Patrick;1848;LEVEQUE Patrick
M;Président;ROGEMONT;Marcel;1849;ROGEMONT Marcel
M;Directeur général;GOYARD;Laurent;1849;GOYARD Laurent
M;Délégué Général;BOCQUELET;Hubert;1850;BOCQUELET Hubert
M;Président;VANDERHEYDEN;Christian;1850;VANDERHEYDEN Christian
M;Vice-Président;VANDER GHINST;Piet;1850;VANDER GHINST Piet
M;Trésorier;GUEROULT;Benoît;1850;GUEROULT Benoît
M;Président;CHEYSSON;Eric;1851;CHEYSSON Eric
M;Directeur Général;SERRA;Jean Roch;1851;SERRA Jean Roch
MME;Directrice Générale Adjointe;FINKER;Anouchka;1851;FINKER Anouchka
MME;Vice-Président;MARCHAND;Carmela;1852;MARCHAND Carmela
MME;Déléguée Générale;DUVAUCHELLE;Alexandra;1852;DUVAUCHELLE Alexandra
M;Président;DES VILLETTES;Charles Henri;1852;DES VILLETTES Charles Henri
M;Président Directeur Général;GOUNON;Jacques;1853;GOUNON Jacques
M;Directeur général délégué;GAUTHEY;François;1853;GAUTHEY François
M;DELEGUE GENERAL ADJOINT;GRAU;Francois-Marie;1854;GRAU Francois-Marie
M;Président;MOREAU;Alain;1854;MOREAU Alain
M;1er Vice-Président;RAVOUNA;Gérard;1854;RAVOUNA Gérard
M;Vice-Président Trésorier;CREPIN;Daniel;1854;CREPIN Daniel
M;Vice-Président;MARCY;Freddy;1854;MARCY Freddy
M;Vice-Président;MISEREY;Claude;1854;MISEREY Claude
MME;Vice-Présidente;CHAILLOUX;Sylvie;1854;CHAILLOUX Sylvie
M;Vice-Président;SARFATI;Alain;1854;SARFATI Alain
M;Vice-Président;WERTEL;Daniel;1854;WERTEL Daniel
M;Vice-Président;PRADAL;Marc;1854;PRADAL Marc
M;Vice-Président;SPRUNG;Eric;1854;SPRUNG Eric
M;DELEGUE GENERAL ADJOINT;GUERIN;Lionel;1854;GUERIN Lionel
M;Président;MERY;Maxime;1855;MERY Maxime
MME;Présidente;RAFALSKI;Natacha;1856;RAFALSKI Natacha
M;Secrétaire Général;DURAND;Gilles;1857;DURAND Gilles
M;Directeur Général;BAZE WADE;Russel;1858;BAZE WADE Russel
M;Président;SUTRA DEL GALY;Dominique;1859;SUTRA DEL GALY Dominique
M;Président;TROESCH;Thierry;1860;TROESCH Thierry
M;Président;HRIMECH;Eric;1861;HRIMECH Eric
M;Président Directeur Général;PAPAZ;Didier;1862;PAPAZ Didier
M;Secrétaire Général;GUENIN;Yves;1862;GUENIN Yves
M;Président;SOUBIE;Raymond;1863;SOUBIE Raymond
M;Directeur général;VAULPRÉ;Julien;1863;VAULPRÉ Julien
M;Président;BIGAUD;Christophe;1864;BIGAUD Christophe
M;Président;POITRINAL;Guillaume;1865;POITRINAL Guillaume
