secteur_activite;representants_id
Economie;1795
Environnement;1795
Numérique;1795
Pouvoirs publics, institutions, fonction publique;1795
Questions de société;1795
Concurrence, consommation;1796
Economie;1796
Travail, emploi, solidarité;1796
Energie;1796
Fiscalité, finances publiques;1796
Gouvernance d’entreprise;1796
Environnement;1796
Logement, aménagement du territoire, urbanisme;1796
Pouvoirs publics, institutions, fonction publique;1796
Professions réglementées;1796
Economie;1797
Numérique;1797
Sports, loisirs, tourisme;1797
Agriculture, alimentation, pêche;1798
Economie;1798
Professions réglementées;1798
Santé, sécurité sociale;1798
Questions de société;1798
Economie;1799
Pouvoirs publics, institutions, fonction publique;1799
Logement, aménagement du territoire, urbanisme;1800
Banques, assurances, secteur financier;1801
Economie;1801
Fiscalité, finances publiques;1801
Numérique;1801
Santé, sécurité sociale;1802
Défense, sécurité;1803
Economie;1803
Outre-mer;1803
Pouvoirs publics, institutions, fonction publique;1803
Santé, sécurité sociale;1803
Agriculture, alimentation, pêche;1804
Travail, emploi, solidarité;1804
Environnement;1804
Professions réglementées;1804
Santé, sécurité sociale;1804
Concurrence, consommation;1805
Economie;1805
Education, enseignement supérieur, formation;1805
Travail, emploi, solidarité;1805
Fiscalité, finances publiques;1805
Santé, sécurité sociale;1805
Education, enseignement supérieur, formation;1806
Pouvoirs publics, institutions, fonction publique;1806
Agriculture, alimentation, pêche;1807
Economie;1807
Travail, emploi, solidarité;1807
Recherche, innovation;1807
Fiscalité, finances publiques;1807
Arts, patrimoine culturel;1808
Travail, emploi, solidarité;1808
Fiscalité, finances publiques;1808
Environnement;1808
Propriété intellectuelle;1808
Energie;1809
Travail, emploi, solidarité;1810
Logement, aménagement du territoire, urbanisme;1810
Numérique;1810
Sports, loisirs, tourisme;1810
Transports, logistique;1810
Agriculture, alimentation, pêche;1811
Concurrence, consommation;1811
Economie;1811
Travail, emploi, solidarité;1811
Energie;1811
Recherche, innovation;1811
Environnement;1811
Logement, aménagement du territoire, urbanisme;1811
Numérique;1811
Professions réglementées;1811
Santé, sécurité sociale;1811
Banques, assurances, secteur financier;1812
Energie;1812
Environnement;1812
Pouvoirs publics, institutions, fonction publique;1812
Transports, logistique;1812
Agriculture, alimentation, pêche;1813
Economie;1813
Recherche, innovation;1813
Environnement;1813
Santé, sécurité sociale;1813
Travail, emploi, solidarité;1814
Médias, industries culturelles;1814
Numérique;1814
Propriété intellectuelle;1814
Economie;1815
Santé, sécurité sociale;1815
Energie;1816
Logement, aménagement du territoire, urbanisme;1817
Recherche, innovation;1818
Environnement;1818
Numérique;1818
Propriété intellectuelle;1818
Transports, logistique;1818
Energie;1819
Economie;1820
Travail, emploi, solidarité;1820
Fiscalité, finances publiques;1820
Gouvernance d’entreprise;1820
Professions réglementées;1820
Banques, assurances, secteur financier;1821
Défense, sécurité;1821
Travail, emploi, solidarité;1821
Economie;1822
Education, enseignement supérieur, formation;1822
Pouvoirs publics, institutions, fonction publique;1822
Professions réglementées;1822
Affaires étrangères, coopération internationale;1823
Concurrence, consommation;1823
Justice;1823
Numérique;1823
Propriété intellectuelle;1823
Travail, emploi, solidarité;1824
Santé, sécurité sociale;1824
Questions de société;1824
Concurrence, consommation;1825
Economie;1825
Travail, emploi, solidarité;1825
Fiscalité, finances publiques;1825
Logement, aménagement du territoire, urbanisme;1825
Economie;1826
Education, enseignement supérieur, formation;1826
Travail, emploi, solidarité;1826
Fiscalité, finances publiques;1826
Logement, aménagement du territoire, urbanisme;1826
Arts, patrimoine culturel;1827
Concurrence, consommation;1827
Environnement;1827
Médias, industries culturelles;1827
Numérique;1827
Economie;1828
Logement, aménagement du territoire, urbanisme;1828
Agriculture, alimentation, pêche;1829
Banques, assurances, secteur financier;1829
Concurrence, consommation;1829
Economie;1829
Travail, emploi, solidarité;1829
Fiscalité, finances publiques;1829
Environnement;1829
Logement, aménagement du territoire, urbanisme;1829
Numérique;1829
Santé, sécurité sociale;1829
Sports, loisirs, tourisme;1829
Transports, logistique;1829
Fiscalité, finances publiques;1830
Médias, industries culturelles;1830
Sports, loisirs, tourisme;1830
Environnement;1831
Numérique;1831
Agriculture, alimentation, pêche;1832
Commerce extérieur;1832
Economie;1832
Travail, emploi, solidarité;1832
Santé, sécurité sociale;1832
Travail, emploi, solidarité;1833
Fiscalité, finances publiques;1833
Environnement;1833
Justice;1833
Médias, industries culturelles;1833
Fiscalité, finances publiques;1834
Economie;1834
Concurrence, consommation;1834
Numérique;1834
Travail, emploi, solidarité;1834
Banques, assurances, secteur financier;1835
Travail, emploi, solidarité;1835
Santé, sécurité sociale;1835
Agriculture, alimentation, pêche;1836
Economie;1836
Santé, sécurité sociale;1836
Questions de société;1836
Economie;1837
Recherche, innovation;1837
Fiscalité, finances publiques;1837
Economie;1838
Défense, sécurité;1839
Energie;1839
Recherche, innovation;1840
Santé, sécurité sociale;1840
Agriculture, alimentation, pêche;1841
Energie;1841
Environnement;1841
Santé, sécurité sociale;1841
Transports, logistique;1841
Agriculture, alimentation, pêche;1842
Economie;1843
Travail, emploi, solidarité;1843
Commerce extérieur;1844
Economie;1844
Education, enseignement supérieur, formation;1844
Logement, aménagement du territoire, urbanisme;1844
Pouvoirs publics, institutions, fonction publique;1844
Transports, logistique;1844
Economie;1845
Travail, emploi, solidarité;1845
Fiscalité, finances publiques;1846
Numérique;1846
Santé, sécurité sociale;1846
Sports, loisirs, tourisme;1846
Transports, logistique;1846
Commerce extérieur;1847
Economie;1847
Education, enseignement supérieur, formation;1847
Santé, sécurité sociale;1847
Agriculture, alimentation, pêche;1848
Environnement;1848
Logement, aménagement du territoire, urbanisme;1849
Agriculture, alimentation, pêche;1850
Travail, emploi, solidarité;1850
Environnement;1850
Affaires étrangères, coopération internationale;1851
Santé, sécurité sociale;1852
Commerce extérieur;1853
Environnement;1853
Logement, aménagement du territoire, urbanisme;1853
Sports, loisirs, tourisme;1853
Transports, logistique;1853
Affaires étrangères, coopération internationale;1854
Concurrence, consommation;1854
Défense, sécurité;1854
Fiscalité, finances publiques;1854
Pouvoirs publics, institutions, fonction publique;1854
Agriculture, alimentation, pêche;1855
Concurrence, consommation;1855
Energie;1855
Environnement;1855
Numérique;1855
Santé, sécurité sociale;1855
Logement, aménagement du territoire, urbanisme;1856
Sports, loisirs, tourisme;1856
Energie;1857
Environnement;1857
Transports, logistique;1857
Affaires étrangères, coopération internationale;1858
Commerce extérieur;1858
Concurrence, consommation;1858
Economie;1858
Education, enseignement supérieur, formation;1858
Travail, emploi, solidarité;1858
Energie;1858
Recherche, innovation;1858
Fiscalité, finances publiques;1858
Gouvernance d’entreprise;1858
Environnement;1858
Justice;1858
Médias, industries culturelles;1858
Numérique;1858
Pouvoirs publics, institutions, fonction publique;1858
Propriété intellectuelle;1858
Santé, sécurité sociale;1858
Questions de société;1858
Transports, logistique;1858
Concurrence, consommation;1859
Travail, emploi, solidarité;1859
Energie;1859
Logement, aménagement du territoire, urbanisme;1859
Numérique;1859
Economie;1860
Education, enseignement supérieur, formation;1860
Environnement;1860
Logement, aménagement du territoire, urbanisme;1860
Pouvoirs publics, institutions, fonction publique;1860
Recherche, innovation;1861
Numérique;1861
Santé, sécurité sociale;1861
Concurrence, consommation;1862
Economie;1862
Education, enseignement supérieur, formation;1862
Santé, sécurité sociale;1862
Commerce extérieur;1863
Economie;1863
Energie;1863
Fiscalité, finances publiques;1863
Environnement;1863
Transports, logistique;1863
Banques, assurances, secteur financier;1864
Travail, emploi, solidarité;1864
Santé, sécurité sociale;1864
Arts, patrimoine culturel;1865
Santé, sécurité sociale;1866
Agriculture, alimentation, pêche;1867
Economie;1867
Travail, emploi, solidarité;1867
Fiscalité, finances publiques;1867
Santé, sécurité sociale;1867
Agriculture, alimentation, pêche;1868
Agriculture, alimentation, pêche;1869
Concurrence, consommation;1869
Energie;1869
Fiscalité, finances publiques;1869
Numérique;1869
Sports, loisirs, tourisme;1869
Agriculture, alimentation, pêche;1870
Education, enseignement supérieur, formation;1870
Agriculture, alimentation, pêche;1871
Travail, emploi, solidarité;1871
Environnement;1871
Transports, logistique;1872
Agriculture, alimentation, pêche;1873
Concurrence, consommation;1873
Fiscalité, finances publiques;1873
Logement, aménagement du territoire, urbanisme;1873
Transports, logistique;1873
Education, enseignement supérieur, formation;1874
Energie;1874
Environnement;1874
Médias, industries culturelles;1874
Numérique;1874
Santé, sécurité sociale;1874
Sports, loisirs, tourisme;1874
Transports, logistique;1874
Agriculture, alimentation, pêche;1875
Transports, logistique;1875
Professions réglementées;1876
Santé, sécurité sociale;1876
Défense, sécurité;1877
Recherche, innovation;1877
Numérique;1877
Communications électroniques;1877
Banques, assurances, secteur financier;1878
Economie;1878
Travail, emploi, solidarité;1878
Fiscalité, finances publiques;1878
Professions réglementées;1878
Travail, emploi, solidarité;1879
Recherche, innovation;1879
Transports, logistique;1879
Agriculture, alimentation, pêche;1880
Défense, sécurité;1881
Fiscalité, finances publiques;1882
Transports, logistique;1882
Professions réglementées;1883
Affaires étrangères, coopération internationale;1884
Banques, assurances, secteur financier;1884
Défense, sécurité;1884
Economie;1884
Energie;1884
Gouvernance d’entreprise;1884
Outre-mer;1884
Communications électroniques;1884
Agriculture, alimentation, pêche;1885
Commerce extérieur;1886
Concurrence, consommation;1886
Economie;1886
Travail, emploi, solidarité;1886
Recherche, innovation;1886
Fiscalité, finances publiques;1886
Logement, aménagement du territoire, urbanisme;1886
Médias, industries culturelles;1886
Numérique;1886
Propriété intellectuelle;1886
Communications électroniques;1886
Transports, logistique;1886
Agriculture, alimentation, pêche;1887
Environnement;1887
Energie;1888
Concurrence, consommation;1889
Economie;1889
Sports, loisirs, tourisme;1889
Banques, assurances, secteur financier;1890
Fiscalité, finances publiques;1890
Logement, aménagement du territoire, urbanisme;1890
Affaires étrangères, coopération internationale;1891
Défense, sécurité;1891
Agriculture, alimentation, pêche;1892
Economie;1893
Travail, emploi, solidarité;1893
Fiscalité, finances publiques;1893
Sports, loisirs, tourisme;1893
Transports, logistique;1893
Agriculture, alimentation, pêche;1894
Banques, assurances, secteur financier;1894
Economie;1894
Education, enseignement supérieur, formation;1894
Fiscalité, finances publiques;1894
Logement, aménagement du territoire, urbanisme;1894
Agriculture, alimentation, pêche;1895
Economie;1896
Education, enseignement supérieur, formation;1896
Travail, emploi, solidarité;1896
Fiscalité, finances publiques;1896
Logement, aménagement du territoire, urbanisme;1896
Numérique;1897
Outre-mer;1897
Professions réglementées;1897
Santé, sécurité sociale;1897
Education, enseignement supérieur, formation;1898
Travail, emploi, solidarité;1898
Logement, aménagement du territoire, urbanisme;1898
Santé, sécurité sociale;1898
Questions de société;1898
Economie;1899
Energie;1899
Recherche, innovation;1899
Environnement;1899
Economie;1900
Education, enseignement supérieur, formation;1900
Travail, emploi, solidarité;1900
Fiscalité, finances publiques;1900
Santé, sécurité sociale;1900
Energie;1901
Numérique;1901
Médias, industries culturelles;1902
Numérique;1902
Education, enseignement supérieur, formation;1903
Recherche, innovation;1903
Santé, sécurité sociale;1903
Concurrence, consommation;1904
Economie;1904
Travail, emploi, solidarité;1904
Environnement;1904
Logement, aménagement du territoire, urbanisme;1904
Agriculture, alimentation, pêche;1905
